#Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz
2_420_-2,2,420,-2,2.75,-0.00561528,0.019059754,0.21849702,-0.001238342,-0.014505211,0.001101838
2_420_-1,2,420,-1,2.75,-0.00533553,0.017286424,0.222697197,-0.00125564,-0.014906899,0.000983633
2_420_0,2,420,0,2.75,-0.006219987,0.015690693,0.230915055,-0.001386338,-0.015752766,0.000839254
3_420_-5,3,420,-5,2.75,-0.008569879,0.023984561,0.199714782,-0.001076889,-0.012914364,0.001419664
3_420_-4,3,420,-4,2.75,-0.008761724,0.02252614,0.207058084,-0.001147301,-0.013510972,0.001326141
3_420_-3,3,420,-3,2.75,-0.008726999,0.020775504,0.212740173,-0.001206817,-0.014006818,0.001199184
3_420_-2,3,420,-2,2.75,-0.008648602,0.019200779,0.218955595,-0.001300741,-0.014558518,0.001083712
3_420_-1,3,420,-1,2.75,-0.008503386,0.017456348,0.224604317,-0.001369596,-0.015048812,0.000947804
3_420_0,3,420,0,2.75,-0.009045161,0.015392327,0.23067491,-0.001466663,-0.01566378,0.000789394
4_420_-5,4,420,-5,2.75,-0.011370278,0.024088285,0.201427101,-0.001145551,-0.013019122,0.001403019
4_420_-4,4,420,-4,2.75,-0.011457676,0.022350717,0.206875912,-0.001195936,-0.01348114,0.001287263
4_420_-3,4,420,-3,2.75,-0.01148967,0.020899677,0.213548882,-0.001277231,-0.014056017,0.001185317
4_420_-2,4,420,-2,2.75,-0.011584539,0.01917928,0.22002884,-0.001350671,-0.014601913,0.001064934
4_420_-1,4,420,-1,2.75,-0.011810724,0.017467935,0.226455964,-0.001442609,-0.015182697,0.000936717
4_420_0,4,420,0,2.75,-0.012239257,0.015199772,0.23163186,-0.001503618,-0.015658221,0.000765348
5_420_-5,5,420,-5,2.75,-0.014242479,0.024152139,0.202074766,-0.001207382,-0.013074277,0.001381722
5_420_-4,5,420,-4,2.75,-0.014341668,0.022547033,0.207689933,-0.001265076,-0.013538297,0.001277646
5_420_-3,5,420,-3,2.75,-0.014622572,0.021068814,0.214628794,-0.001359461,-0.01413935,0.001173211
5_420_-2,5,420,-2,2.75,-0.014861375,0.019288005,0.22080448,-0.001411397,-0.014664756,0.001045004
5_420_-1,5,420,-1,2.75,-0.015335803,0.017310317,0.226872426,-0.001507349,-0.015233307,0.00090618
5_420_0,5,420,0,2.75,-0.015952264,0.014941721,0.232101848,-0.001565125,-0.01572207,0.000725089
0_405_-5,0,405,-5,2.75,-0.001046235,0.024175137,0.19257695,-0.000925413,-0.012518287,0.001494051
0_405_-4,0,405,-4,2.75,-0.00117142,0.022692191,0.200740808,-0.001029673,-0.013157816,0.001403784
0_405_-3,0,405,-3,2.75,-0.001049827,0.020829992,0.20706828,-0.001038142,-0.013632708,0.001270124
0_405_-2,0,405,-2,2.75,-0.001332038,0.018719424,0.213542654,-0.001100261,-0.014262492,0.001132288
0_405_-1,0,405,-1,2.75,-0.001377686,0.017444023,0.222294463,-0.001260773,-0.015069455,0.001024934
0_405_0,0,405,0,2.75,-0.00154532,0.015738717,0.224465614,-0.001250446,-0.015314611,0.000877408
1_405_-5,1,405,-5,2.75,-0.003579896,0.024110241,0.194391727,-0.000988985,-0.01258629,0.001456643
1_405_-4,1,405,-4,2.75,-0.003738895,0.022735037,0.20261927,-0.001088756,-0.013233668,0.00137661
1_405_-3,1,405,-3,2.75,-0.003731814,0.020471445,0.207410063,-0.00108157,-0.013601223,0.001224906
1_405_-2,1,405,-2,2.75,-0.00367314,0.018495557,0.213167653,-0.001142399,-0.014118918,0.001094527
1_405_-1,1,405,-1,2.75,-0.003502282,0.017129886,0.219978214,-0.001222599,-0.014808199,0.000982281
1_405_0,1,405,0,2.75,-0.004061281,0.015371738,0.22553841,-0.001313972,-0.01536131,0.000846227
2_405_-5,2,405,-5,2.75,-0.006127597,0.02392491,0.195981484,-0.001044888,-0.012641564,0.001426196
2_405_-4,2,405,-4,2.75,-0.006278274,0.0224315,0.203214274,-0.001121061,-0.013216625,0.001327855
2_405_-3,2,405,-3,2.75,-0.006159581,0.020467356,0.20867459,-0.001148134,-0.013620046,0.001194264
2_405_-2,2,405,-2,2.75,-0.005879565,0.018896785,0.214669184,-0.001257872,-0.014170816,0.0010932
2_405_-1,2,405,-1,2.75,-0.005642521,0.016996566,0.218069576,-0.001273145,-0.014511151,0.000969692
2_405_0,2,405,0,2.75,-0.006491649,0.015186826,0.225228316,-0.001388592,-0.015258772,0.000828182
3_405_-5,3,405,-5,2.75,-0.008776313,0.023891458,0.19691214,-0.001103875,-0.012668002,0.00140939
3_405_-4,3,405,-4,2.75,-0.008968826,0.022378985,0.20394396,-0.001172484,-0.013233289,0.001314665
3_405_-3,3,405,-3,2.75,-0.008938056,0.020605543,0.209372901,-0.001230408,-0.01370324,0.001189944
3_405_-2,3,405,-2,2.75,-0.008865389,0.018994159,0.214889005,-0.001315683,-0.014201791,0.001074418
3_405_-1,3,405,-1,2.75,-0.008734161,0.017059736,0.219608275,-0.001377348,-0.014614071,0.000934749
3_405_0,3,405,0,2.75,-0.009281549,0.014848402,0.224860301,-0.001471854,-0.015159721,0.000777346
4_405_-5,4,405,-5,2.75,-0.011544906,0.023939417,0.198347422,-0.001167625,-0.012752201,0.001387819
4_405_-4,4,405,-4,2.75,-0.011613069,0.022182755,0.203581239,-0.001215459,-0.013187038,0.001275074
4_405_-3,4,405,-3,2.75,-0.011641976,0.020680976,0.209865013,-0.001295394,-0.013726062,0.001172469
4_405_-2,4,405,-2,2.75,-0.011761507,0.018895762,0.215661157,-0.001363095,-0.014215518,0.001049738
4_405_-1,4,405,-1,2.75,-0.011963772,0.017018824,0.221136184,-0.001447539,-0.014722075,0.000921779
4_405_0,4,405,0,2.75,-0.012386715,0.014662444,0.225649958,-0.001505884,-0.015141317,0.000753189
5_405_-5,5,405,-5,2.75,-0.014367839,0.023989472,0.19884659,-0.001226514,-0.012794504,0.001366512
5_405_-4,5,405,-4,2.75,-0.014462497,0.022341309,0.204253387,-0.001282426,-0.013233183,0.001262858
5_405_-3,5,405,-3,2.75,-0.01471636,0.020835217,0.210842409,-0.001373458,-0.013796605,0.001161849
5_405_-2,5,405,-2,2.75,-0.014944985,0.01888735,0.216063793,-0.001418067,-0.014246637,0.001030253
5_405_-1,5,405,-1,2.75,-0.015403567,0.016764361,0.221229142,-0.001513297,-0.014748951,0.000890554
5_405_0,5,405,0,2.75,-0.01602516,0.014366521,0.226127529,-0.001568309,-0.01519943,0.000714633
0_390_-5,0,390,-5,2.75,-0.001310775,0.024031921,0.189734142,-0.000963446,-0.012272092,0.001477459
0_390_-4,0,390,-4,2.75,-0.001435714,0.022581477,0.197712723,-0.001063817,-0.012887437,0.001392541
0_390_-3,0,390,-3,2.75,-0.001322537,0.020835216,0.203766701,-0.0010693,-0.013349242,0.001263202
0_390_-2,0,390,-2,2.75,-0.001662992,0.018524608,0.20943406,-0.001125888,-0.013911005,0.001120156
0_390_-1,0,390,-1,2.75,-0.001733866,0.017008625,0.21739972,-0.001272065,-0.014640243,0.00100698
0_390_0,0,390,0,2.75,-0.001901691,0.015233134,0.219212827,-0.001257296,-0.014844261,0.000863166
1_390_-5,1,390,-5,2.75,-0.003834433,0.024008271,0.191617894,-0.001019963,-0.012334784,0.001444701
1_390_-4,1,390,-4,2.75,-0.004003475,0.022639667,0.199762955,-0.001117728,-0.012967301,0.001366548
1_390_-3,1,390,-3,2.75,-0.004029159,0.02036694,0.204038535,-0.001110224,-0.013305403,0.00121505
1_390_-2,1,390,-2,2.75,-0.003966385,0.018217073,0.208603134,-0.00116266,-0.013741593,0.0010783
1_390_-1,1,390,-1,2.75,-0.003796905,0.016690121,0.214736345,-0.001240957,-0.014360381,0.000964432
1_390_0,1,390,0,2.75,-0.004386003,0.014831947,0.219975594,-0.001320334,-0.014870372,0.000830463
2_390_-5,2,390,-5,2.75,-0.006353137,0.023805826,0.19301983,-0.001077565,-0.012382095,0.001412469
2_390_-4,2,390,-4,2.75,-0.006515798,0.02225641,0.200024212,-0.001149768,-0.012931788,0.00131419
2_390_-3,2,390,-3,2.75,-0.006417777,0.02024292,0.205062459,-0.001174845,-0.013301198,0.00118178
2_390_-2,2,390,-2,2.75,-0.006146964,0.018597755,0.210108717,-0.001272977,-0.013783735,0.001075069
2_390_-1,2,390,-1,2.75,-0.005963376,0.016496274,0.212976567,-0.001288367,-0.014074165,0.000949624
2_390_0,2,390,0,2.75,-0.00678105,0.014552075,0.219323608,-0.0013929,-0.014740599,0.000811752
3_390_-5,3,390,-5,2.75,-0.008977547,0.023736774,0.193968656,-0.001131224,-0.012403248,0.001394995
3_390_-4,3,390,-4,2.75,-0.009165733,0.022156847,0.200439547,-0.001196515,-0.012927364,0.001297104
3_390_-3,3,390,-3,2.75,-0.009150825,0.020324867,0.205411555,-0.001251622,-0.01335868,0.001173458
3_390_-2,3,390,-2,2.75,-0.009098782,0.018573551,0.210171036,-0.001326933,-0.013792667,0.001055931
3_390_-1,3,390,-1,2.75,-0.008979432,0.016472451,0.214226607,-0.001385324,-0.014145931,0.000916607
3_390_0,3,390,0,2.75,-0.009564035,0.014186216,0.218948637,-0.001479524,-0.014638714,0.000761271
4_390_-5,4,390,-5,2.75,-0.011705856,0.023734412,0.195064833,-0.001189396,-0.012465391,0.001369586
4_390_-4,4,390,-4,2.75,-0.011762441,0.021947454,0.199993259,-0.001236393,-0.012868609,0.001257063
4_390_-3,4,390,-3,2.75,-0.011806594,0.020357127,0.205724516,-0.001311794,-0.01336168,0.001153179
4_390_-2,4,390,-2,2.75,-0.011935008,0.018418034,0.210734214,-0.001372924,-0.013787896,0.001028278
4_390_-1,4,390,-1,2.75,-0.012130567,0.016411255,0.215457937,-0.001455661,-0.014235055,0.000900773
4_390_0,4,390,0,2.75,-0.012601159,0.013974563,0.21954587,-0.001514891,-0.014601149,0.000733532
5_390_-5,5,390,-5,2.75,-0.01447616,0.023755639,0.195434048,-0.001245275,-0.012494754,0.001347686
5_390_-4,5,390,-4,2.75,-0.014571635,0.022050872,0.200523454,-0.001299497,-0.012902456,0.001243565
5_390_-3,5,390,-3,2.75,-0.014816934,0.020452519,0.206520779,-0.001385128,-0.013414596,0.001142175
5_390_-2,5,390,-2,2.75,-0.015023372,0.018295052,0.210814202,-0.001426196,-0.013794437,0.001008679
5_390_-1,5,390,-1,2.75,-0.015510693,0.016114857,0.215541333,-0.001522792,-0.014252609,0.000870357
5_390_0,5,390,0,2.75,-0.016191627,0.013717046,0.220243877,-0.001573115,-0.014667997,0.000698535
0_360_-5,0,360,-5,2.75,-0.001839194,0.023490479,0.183584311,-0.001025406,-0.011707739,0.001435381
0_360_-4,0,360,-4,2.75,-0.001949899,0.022115516,0.190532082,-0.001120686,-0.012260179,0.001352705
0_360_-3,0,360,-3,2.75,-0.001930928,0.02019919,0.195876635,-0.001122268,-0.012650642,0.001225415
0_360_-2,0,360,-2,2.75,-0.002366636,0.017518914,0.199835239,-0.001166609,-0.013084519,0.001073998
0_360_-1,0,360,-1,2.75,-0.002476954,0.015730454,0.20697449,-0.001298453,-0.013705361,0.000957225
0_360_0,0,360,0,2.75,-0.002678423,0.013866335,0.208136368,-0.001283679,-0.013847921,0.000820733
1_360_-5,1,360,-5,2.75,-0.004336308,0.023526962,0.185380588,-0.00107481,-0.01175892,0.001407659
1_360_-4,1,360,-4,2.75,-0.004522459,0.022104905,0.192250103,-0.001160404,-0.01231365,0.001323101
1_360_-3,1,360,-3,2.75,-0.004627055,0.019533525,0.195214839,-0.001154185,-0.012565778,0.0011698
1_360_-2,1,360,-2,2.75,-0.004594259,0.017098552,0.19876978,-0.001204744,-0.012897667,0.001030426
1_360_-1,1,360,-1,2.75,-0.004494487,0.015235311,0.203522475,-0.00128542,-0.013387506,0.000911171
1_360_0,1,360,0,2.75,-0.005089065,0.013468571,0.208481629,-0.001345225,-0.01384252,0.000783812
2_360_-5,2,360,-5,2.75,-0.00679893,0.023231257,0.186205615,-0.00112807,-0.011783613,0.00136981
2_360_-4,2,360,-4,2.75,-0.00696398,0.021497341,0.19198345,-0.001194008,-0.012241375,0.001265431
2_360_-3,2,360,-3,2.75,-0.00691054,0.019374298,0.195946287,-0.00121495,-0.012534644,0.001132522
2_360_-2,2,360,-2,2.75,-0.006724542,0.017378621,0.199941137,-0.001306242,-0.01291302,0.001020922
2_360_-1,2,360,-1,2.75,-0.006674881,0.015065694,0.202137878,-0.001324982,-0.013126563,0.000894839
2_360_0,2,360,0,2.75,-0.007396982,0.013065173,0.207745661,-0.001414967,-0.013685192,0.000761429
3_360_-5,3,360,-5,2.75,-0.009357093,0.023074039,0.186895015,-0.001176871,-0.0117847,0.001348482
3_360_-4,3,360,-4,2.75,-0.00952281,0.021244383,0.19193094,-0.001234806,-0.012205564,0.001240937
3_360_-3,3,360,-3,2.75,-0.009585258,0.019154789,0.195728883,-0.001286299,-0.01253551,0.001115762
3_360_-2,3,360,-2,2.75,-0.009627015,0.017152006,0.199643514,-0.001357505,-0.012881761,0.000997414
3_360_-1,3,360,-1,2.75,-0.009546319,0.014969741,0.203162301,-0.001411687,-0.013162982,0.000863807
3_360_0,3,360,0,2.75,-0.010191458,0.012700093,0.207437594,-0.001495024,-0.013573933,0.000711489
4_360_-5,4,360,-5,2.75,-0.011976221,0.022939474,0.187414143,-0.001228059,-0.011808033,0.001314936
4_360_-4,4,360,-4,2.75,-0.012040148,0.020982828,0.191545139,-0.001272187,-0.012134309,0.001202842
4_360_-3,4,360,-3,2.75,-0.01214209,0.019149916,0.19603185,-0.001344585,-0.012529036,0.001094701
4_360_-2,4,360,-2,2.75,-0.012311794,0.017005035,0.200065681,-0.001405768,-0.012864872,0.000968826
4_360_-1,4,360,-1,2.75,-0.012610302,0.014877342,0.204000995,-0.001488062,-0.013227803,0.000840667
4_360_0,4,360,0,2.75,-0.013120348,0.012481009,0.207280109,-0.001534727,-0.01350416,0.000690012
5_360_-5,5,360,-5,2.75,-0.014656908,0.022846672,0.187594233,-0.001279851,-0.011810825,0.00129147
5_360_-4,5,360,-4,2.75,-0.014769242,0.020898678,0.191562194,-0.001332173,-0.012128169,0.001182449
5_360_-3,5,360,-3,2.75,-0.015055845,0.019046156,0.196394176,-0.001414246,-0.012539108,0.001077474
5_360_-2,5,360,-2,2.75,-0.015298253,0.016768935,0.19980305,-0.001457209,-0.012841454,0.000945396
5_360_-1,5,360,-1,2.75,-0.015890116,0.01462589,0.204110237,-0.001559399,-0.013229678,0.000812923
5_360_0,5,360,0,2.75,-0.016719793,0.012283752,0.208283329,-0.001604748,-0.013563838,0.000646942
0_330_-5,0,330,-5,2.75,-0.002395224,0.022467928,0.176130242,-0.001079251,-0.011046792,0.001375574
0_330_-4,0,330,-4,2.75,-0.002518611,0.020873531,0.181881709,-0.001166894,-0.011505966,0.001286655
0_330_-3,0,330,-3,2.75,-0.002576555,0.01877498,0.186480524,-0.001177217,-0.011826451,0.001159784
0_330_-2,0,330,-2,2.75,-0.003006695,0.015913754,0.189507867,-0.001227036,-0.012144702,0.001001531
0_330_-1,0,330,-1,2.75,-0.003133915,0.014186492,0.196140386,-0.001334318,-0.012648694,0.000883592
0_330_0,0,330,0,2.75,-0.003421703,0.012223254,0.196881038,-0.001322274,-0.012757379,0.000750934
1_330_-5,1,330,-5,2.75,-0.004854582,0.022381672,0.177365002,-0.001124747,-0.011068545,0.001340781
1_330_-4,1,330,-4,2.75,-0.005079252,0.020520174,0.182899366,-0.001210612,-0.011505242,0.001242847
1_330_-3,1,330,-3,2.75,-0.005177321,0.017940978,0.185467986,-0.001216811,-0.011699806,0.001096689
1_330_-2,1,330,-2,2.75,-0.005246774,0.01557783,0.18852404,-0.001260106,-0.01196521,0.000957266
1_330_-1,1,330,-1,2.75,-0.005239718,0.013619182,0.192333718,-0.001331952,-0.012339191,0.000835194
1_330_0,1,330,0,2.75,-0.005793527,0.011931525,0.19713084,-0.001382948,-0.01274939,0.000718883
2_330_-5,2,330,-5,2.75,-0.007285994,0.021869993,0.177648706,-0.001180253,-0.01104623,0.001295514
2_330_-4,2,330,-4,2.75,-0.007467263,0.019941833,0.182288661,-0.001244759,-0.011410167,0.00118625
2_330_-3,2,330,-3,2.75,-0.007497912,0.017750453,0.18567293,-0.00127229,-0.011646469,0.001054495
2_330_-2,2,330,-2,2.75,-0.007441885,0.015624181,0.188735023,-0.001356934,-0.011927622,0.000936986
2_330_-1,2,330,-1,2.75,-0.007485018,0.013458075,0.190927032,-0.001363702,-0.012094168,0.000818882
2_330_0,2,330,0,2.75,-0.008140644,0.011479125,0.195945908,-0.001436682,-0.012571084,0.000692521
3_330_-5,3,330,-5,2.75,-0.009771988,0.021543388,0.177809507,-0.001228018,-0.011007999,0.001264044
3_330_-4,3,330,-4,2.75,-0.010015908,0.019497035,0.18186325,-0.001288474,-0.011331548,0.001147646
3_330_-3,3,330,-3,2.75,-0.010269699,0.017407593,0.185281166,-0.00134249,-0.011603332,0.001028866
3_330_-2,3,330,-2,2.75,-0.01042576,0.015404434,0.188735617,-0.001414629,-0.011872179,0.000912081
3_330_-1,3,330,-1,2.75,-0.01036965,0.013298621,0.19155581,-0.001459578,-0.012084786,0.000789712
3_330_0,3,330,0,2.75,-0.011133175,0.011253855,0.196461177,-0.001537202,-0.012484463,0.000654762
4_330_-5,4,330,-5,2.75,-0.012353905,0.021267118,0.177765465,-0.001275532,-0.0109772,0.001220832
4_330_-4,4,330,-4,2.75,-0.012535228,0.019160356,0.181316125,-0.001327153,-0.011230327,0.001106673
4_330_-3,4,330,-3,2.75,-0.012823146,0.017285755,0.185402684,-0.00140181,-0.011557885,0.001001527
4_330_-2,4,330,-2,2.75,-0.01320929,0.015249387,0.189185072,-0.001457121,-0.011840454,0.000882076
4_330_-1,4,330,-1,2.75,-0.013648482,0.013375476,0.193625933,-0.001534792,-0.012177185,0.000768131
4_330_0,4,330,0,2.75,-0.014050508,0.011163038,0.197510671,-0.001576826,-0.012441149,0.000629861
5_330_-5,5,330,-5,2.75,-0.015045856,0.02110923,0.177899637,-0.001325204,-0.010951028,0.001192681
5_330_-4,5,330,-4,2.75,-0.015292408,0.019104726,0.181312879,-0.001376307,-0.011198938,0.001084542
5_330_-3,5,330,-3,2.75,-0.01579843,0.017324296,0.186335834,-0.001455738,-0.011572524,0.000987041
5_330_-2,5,330,-2,2.75,-0.016131421,0.015304725,0.190251695,-0.001492022,-0.011875551,0.000870111
5_330_-1,5,330,-1,2.75,-0.016879649,0.01351984,0.195745545,-0.001580667,-0.012293565,0.000749004
5_330_0,5,330,0,2.75,-0.017474112,0.0112995,0.199578301,-0.001631409,-0.012595435,0.000593371
0_300_-5,0,300,-5,2.75,-0.003135331,0.020642226,0.166131068,-0.001121872,-0.010155238,0.001265168
0_300_-4,0,300,-4,2.75,-0.003208284,0.018982113,0.171224338,-0.00120617,-0.010541595,0.001173269
0_300_-3,0,300,-3,2.75,-0.003275995,0.016796837,0.175281263,-0.001229992,-0.010797561,0.001046198
0_300_-2,0,300,-2,2.75,-0.00361076,0.014271967,0.178676285,-0.001265521,-0.01109966,0.000906432
0_300_-1,0,300,-1,2.75,-0.003687807,0.012590841,0.184845925,-0.001357499,-0.011529613,0.000796901
0_300_0,0,300,0,2.75,-0.0041047,0.01051502,0.184952766,-0.001347578,-0.011590532,0.000665252
1_300_-5,1,300,-5,2.75,-0.00555568,0.02052791,0.167235847,-0.001164853,-0.010155817,0.001228391
1_300_-4,1,300,-4,2.75,-0.005740418,0.018535571,0.171960017,-0.001251982,-0.010508285,0.001124484
1_300_-3,1,300,-3,2.75,-0.005762807,0.016167569,0.174601022,-0.001263171,-0.010685364,0.000993987
1_300_-2,1,300,-2,2.75,-0.006015421,0.013955042,0.177516712,-0.001297641,-0.010916897,0.000862308
1_300_-1,1,300,-1,2.75,-0.006285634,0.012027078,0.180974408,-0.00136216,-0.01119156,0.000748308
1_300_0,1,300,0,2.75,-0.006917149,0.010332875,0.185523826,-0.001421115,-0.011560116,0.000638563
2_300_-5,2,300,-5,2.75,-0.007993592,0.020005141,0.167622668,-0.001216133,-0.010113194,0.001185898
2_300_-4,2,300,-4,2.75,-0.008183481,0.018071966,0.171661345,-0.001280018,-0.010415216,0.001075186
2_300_-3,2,300,-3,2.75,-0.008447825,0.015907417,0.174664441,-0.001314673,-0.010594738,0.000947373
2_300_-2,2,300,-2,2.75,-0.008742542,0.013977052,0.178257954,-0.001394186,-0.010841995,0.000835716
2_300_-1,2,300,-1,2.75,-0.008809183,0.011986898,0.181285124,-0.001411632,-0.011029711,0.000729768
2_300_0,2,300,0,2.75,-0.009524696,0.009966789,0.18603316,-0.001487177,-0.01145334,0.000609212
3_300_-5,3,300,-5,2.75,-0.010512857,0.019714936,0.168082775,-0.001260889,-0.010078803,0.001153167
3_300_-4,3,300,-4,2.75,-0.011024336,0.017767109,0.172039042,-0.001321856,-0.010352755,0.001040923
3_300_-3,3,300,-3,2.75,-0.011464946,0.016066455,0.176393385,-0.0013809,-0.010626903,0.000929055
3_300_-2,3,300,-2,2.75,-0.011572399,0.014171775,0.180175133,-0.00144103,-0.010893403,0.000826339
3_300_-1,3,300,-1,2.75,-0.011578081,0.012164497,0.183546947,-0.001482937,-0.011120286,0.00071351
3_300_0,3,300,0,2.75,-0.01223926,0.010188546,0.188607795,-0.001547274,-0.011503454,0.000582259
4_300_-5,4,300,-5,2.75,-0.01324555,0.019689804,0.168928648,-0.001301615,-0.010083481,0.001120715
4_300_-4,4,300,-4,2.75,-0.013803441,0.018028357,0.172959042,-0.001351477,-0.010336564,0.00101185
4_300_-3,4,300,-3,2.75,-0.014078323,0.016319058,0.177531084,-0.001423911,-0.010651268,0.000909681
4_300_-2,4,300,-2,2.75,-0.014486614,0.014484385,0.182247862,-0.001478848,-0.010955413,0.000800811
4_300_-1,4,300,-1,2.75,-0.014717915,0.012535544,0.186349648,-0.001545478,-0.011241602,0.000690284
4_300_0,4,300,0,2.75,-0.01497709,0.010250847,0.189995222,-0.001586506,-0.011482773,0.000557203
5_300_-5,5,300,-5,2.75,-0.01611421,0.020083403,0.170078182,-0.00133894,-0.010097026,0.001095673
5_300_-4,5,300,-4,2.75,-0.016563009,0.018401347,0.174355231,-0.001392968,-0.010369044,0.000994019
5_300_-3,5,300,-3,2.75,-0.017113364,0.016765549,0.180317581,-0.001472923,-0.010763633,0.000904852
5_300_-2,5,300,-2,2.75,-0.017434936,0.014712576,0.184385258,-0.001513719,-0.011057503,0.000794694
5_300_-1,5,300,-1,2.75,-0.01795027,0.012902387,0.189643212,-0.001591757,-0.011409151,0.000674462
5_300_0,5,300,0,2.75,-0.018249708,0.010606295,0.192634382,-0.001635147,-0.011648875,0.000525134
0_240_-5,0,240,-5,2.75,-0.005254799,0.017621858,0.148875442,-0.001184303,-0.008226558,0.00101205
0_240_-4,0,240,-4,2.75,-0.005576769,0.015992172,0.153068962,-0.001259678,-0.008464854,0.000913406
0_240_-3,0,240,-3,2.75,-0.005910606,0.013875338,0.155706858,-0.00128368,-0.008565072,0.000786969
0_240_-2,0,240,-2,2.75,-0.006137482,0.011490332,0.158914984,-0.001334639,-0.008782032,0.000666338
0_240_-1,0,240,-1,2.75,-0.006108273,0.009352779,0.161742177,-0.001391238,-0.008894195,0.000565421
0_240_0,0,240,0,2.75,-0.006607085,0.007130031,0.162759449,-0.001395802,-0.009002806,0.000442016
1_240_-5,1,240,-5,2.75,-0.007793526,0.017967332,0.151064178,-0.001230385,-0.008227365,0.000968496
1_240_-4,1,240,-4,2.75,-0.008101581,0.016173409,0.155160516,-0.00129959,-0.008446137,0.000867257
1_240_-3,1,240,-3,2.75,-0.008143851,0.013795975,0.157052023,-0.001320812,-0.008531685,0.000750289
1_240_-2,1,240,-2,2.75,-0.008315614,0.011587163,0.159899832,-0.001365644,-0.008683892,0.000632501
1_240_-1,1,240,-1,2.75,-0.008333322,0.009422906,0.161485557,-0.001388391,-0.008761663,0.000517409
1_240_0,1,240,0,2.75,-0.008680615,0.0073461,0.163949967,-0.001440214,-0.008939638,0.00041453
2_240_-5,2,240,-5,2.75,-0.010282852,0.018309187,0.153285419,-0.001269811,-0.008256335,0.000933389
2_240_-4,2,240,-4,2.75,-0.010616062,0.016315748,0.156575396,-0.001319799,-0.008410321,0.00082802
2_240_-3,2,240,-3,2.75,-0.01066468,0.013996714,0.158539245,-0.001347788,-0.008483048,0.000710758
2_240_-2,2,240,-2,2.75,-0.010763924,0.011984434,0.161144919,-0.001394297,-0.008649969,0.000600564
2_240_-1,2,240,-1,2.75,-0.010776714,0.009617268,0.162747453,-0.001414456,-0.00875171,0.000489559
2_240_0,2,240,0,2.75,-0.010961119,0.007373334,0.164658716,-0.001461001,-0.008900701,0.000374637
3_240_-5,3,240,-5,2.75,-0.01280848,0.018632501,0.154843766,-0.001297897,-0.00822019,0.000892765
3_240_-4,3,240,-4,2.75,-0.012993675,0.016365413,0.157520047,-0.001340944,-0.008355076,0.000790071
3_240_-3,3,240,-3,2.75,-0.013106403,0.014283715,0.160083129,-0.001383103,-0.008499864,0.000683932
3_240_-2,3,240,-2,2.75,-0.013231604,0.012094717,0.162172122,-0.001417121,-0.008634701,0.000571418
3_240_-1,3,240,-1,2.75,-0.013276499,0.009776478,0.163721531,-0.001456696,-0.008741871,0.000449419
3_240_0,3,240,0,2.75,-0.013419959,0.007373492,0.165181634,-0.001482505,-0.008869226,0.000330688
4_240_-5,4,240,-5,2.75,-0.015151958,0.018724043,0.155321092,-0.001318467,-0.008165116,0.000850383
4_240_-4,4,240,-4,2.75,-0.015338916,0.016429089,0.158374647,-0.001364364,-0.008307295,0.000755572
4_240_-3,4,240,-3,2.75,-0.015449533,0.014255359,0.160314497,-0.001408079,-0.008446587,0.000646619
4_240_-2,4,240,-2,2.75,-0.015586322,0.011951524,0.16223631,-0.001442031,-0.008552144,0.000532538
4_240_-1,4,240,-1,2.75,-0.015741734,0.009821057,0.164352934,-0.00148223,-0.008731001,0.00042746
4_240_0,4,240,0,2.75,-0.015957371,0.007509432,0.166162626,-0.001518637,-0.008852191,0.00029541
5_240_-5,5,240,-5,2.75,-0.017544312,0.018692986,0.155980228,-0.001344403,-0.008112549,0.000815005
5_240_-4,5,240,-4,2.75,-0.017698881,0.016407461,0.158130777,-0.001382953,-0.008232747,0.000711051
5_240_-3,5,240,-3,2.75,-0.017922977,0.014201843,0.160435462,-0.001430604,-0.008370645,0.000608487
5_240_-2,5,240,-2,2.75,-0.018123866,0.011985031,0.162425101,-0.001460698,-0.008520653,0.000502011
5_240_-1,5,240,-1,2.75,-0.018400825,0.009925647,0.164448441,-0.001503843,-0.008618167,0.000366159
5_240_0,5,240,0,2.75,-0.018627173,0.007717649,0.166045409,-0.001538479,-0.008771952,0.000239428
0_180_-5,0,180,-5,2.75,-0.004741654,0.012238155,0.117342685,-0.00108367,-0.005720114,0.000597183
0_180_-4,0,180,-4,2.75,-0.00480748,0.010470081,0.11889492,-0.001134412,-0.005813213,0.000514299
0_180_-3,0,180,-3,2.75,-0.004811751,0.008444664,0.119585792,-0.001143866,-0.005850664,0.00041858
0_180_-2,0,180,-2,2.75,-0.004924814,0.006632653,0.121292639,-0.001185671,-0.00598248,0.000337107
0_180_-1,0,180,-1,2.75,-0.004907107,0.00486968,0.121885952,-0.001213757,-0.006003374,0.000247028
0_180_0,0,180,0,2.75,-0.005076887,0.002879395,0.122034786,-0.001221407,-0.006055022,0.000137992
1_180_-5,1,180,-5,2.75,-0.006676303,0.012187077,0.117703652,-0.001105395,-0.005669984,0.000562262
1_180_-4,1,180,-4,2.75,-0.006753094,0.01037395,0.119218943,-0.001148933,-0.005777478,0.000478262
