Case,Cone_Angle,Omega_RPM,Pitch_Angle,Iterations,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Vz_ms,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f)
5_510_-3,5,510,-3,2000,-0.006325494,0.00910722,0.129158296,-0.000598386,-0.009245563,0.000484935,2,1.841864,1.663673,-0.1640621,3.240375,-3.404437,3.322406,0.08909556,-0.2029617,-0.193564,-0.2997437,0.1061797
5_512.5_-3,5,512.5,-3,2000,-0.010657611,0.015184429,0.189697167,-0.000935098,-0.013305703,0.000927077,2.5,1.807278,1.482934,-0.1733788,2.966548,-3.139927,3.053237,0.162172,-0.2069483,-0.2318607,-0.3228786,0.09101792
5_515.625_-3,5,515.625,-3,2000,-0.014010523,0.021052124,0.236706372,-0.0012799,-0.016011404,0.001206602,2.75,1.884721,1.505832,-0.187213,2.939933,-3.127146,3.03354,0.1894446,-0.2361262,-0.2767532,-0.3745028,0.0977496
5_520.0_-3,5,520,-3,2000,-0.002280431,-0.000144292,0.042355258,-0.000303687,-0.003204265,-0.000285076,1,1.497291,3.121314,-0.2753285,4.505503,-4.780832,4.643167,-0.8120116,-0.3866706,0.2712624,-0.2510394,0.5223018
5_522.5_-3,5,522.5,-3,2000,-0.013537753,0.01958687,0.23223281,-0.001214256,-0.015854342,0.001204622,2.75,1.850915,1.475965,-0.1814318,2.91359,-3.095022,3.004306,0.1874753,-0.2235675,-0.2542763,-0.3507057,0.09642937
5_525.0_-3,5,525,-3,2000,-0.010575916,0.015092102,0.190743414,-0.000926775,-0.013429441,0.000909113,2.5,1.809859,1.498586,-0.1724988,2.995627,-3.168126,3.081877,0.1556364,-0.2047864,-0.2287204,-0.3191466,0.09042624
5_525_-3,5,525,-3,2000,-0.017072078,0.025585233,0.273697912,-0.001579353,-0.018357624,0.001434641,3,1.841722,1.450893,-0.1919744,2.82499,-3.016964,2.920977,0.1954143,-0.2457622,-0.2875782,-0.3895513,0.1019731
5_525.0_-3,5,525,-3,2000,-0.004548137,0.006508665,0.105585579,-0.000491627,-0.0076096,0.000280408,1.75,1.880439,1.866979,-0.1591255,3.499321,-3.658446,3.578883,0.006730171,-0.2138144,-0.1514349,-0.2895319,0.138097
5_529.375_-3,5,529.375,-3,2000,-0.013268039,0.018828094,0.228801678,-0.001179421,-0.01577382,0.001190132,2.75,1.82214,1.455768,-0.1779939,2.900417,-3.078411,2.989414,0.1831859,-0.2168973,-0.2432566,-0.3385256,0.09526896
5_536.25_-3,5,536.25,-3,2000,-0.013112182,0.018676505,0.228205239,-0.001166558,-0.015818681,0.001174954,2.75,1.813745,1.455757,-0.1760157,2.910093,-3.086108,2.998101,0.1789944,-0.2143403,-0.2403774,-0.334529,0.09415163
5_540.0_-3,5,540,-3,2000,-0.003977084,0.004018087,0.086836439,-0.000405293,-0.006316015,5.60E-05,1.5,1.950129,2.247908,-0.1973052,3.950247,-4.147552,4.0489,-0.1488895,-0.2345492,-0.07620928,-0.2726539,0.1964446
5_540.0_-3,5,540,-3,2000,-0.008279229,0.011718524,0.160402829,-0.000739155,-0.011445572,0.000649218,2.25,1.830995,1.606136,-0.1689503,3.161773,-3.330723,3.246248,0.1124298,-0.1994379,-0.2061407,-0.3025082,0.09636752
5_540_-3,5,540,-3,2000,-0.016927923,0.025530875,0.277209644,-0.001563669,-0.01866275,0.001436413,3,1.861302,1.473708,-0.1904557,2.874509,-3.064965,2.969737,0.1937968,-0.2430595,-0.2855711,-0.3858451,0.1002739
5_540_-3,5,540,-3,2000,-0.005968784,0.008946237,0.131644557,-0.000615867,-0.009440701,0.000453773,2,1.854338,1.719391,-0.1563604,3.316063,-3.472423,3.394243,0.06747389,-0.2079579,-0.182423,-0.2991694,0.1167464
5_547.5_-3,5,547.5,-3,2000,-0.016841329,0.025456264,0.278994936,-0.001555086,-0.01880989,0.00143765,3,1.871318,1.485246,-0.1895362,2.898487,-3.088024,2.993255,0.1930364,-0.241592,-0.2839721,-0.383578,0.09960595
5_550.0_-3,5,550,-3,2000,-0.01292183,0.018546478,0.228505793,-0.001145916,-0.015949232,0.001149804,2.75,1.808837,1.465131,-0.173851,2.936194,-3.110045,3.023119,0.1718531,-0.2101915,-0.2370409,-0.3287119,0.09167102
5_550.0_-3,5,550,-3,2000,-0.004092404,0.002404282,0.073970008,-0.00035645,-0.005319765,-0.000106161,1.25,2.200716,2.950384,-0.30008,4.765471,-5.065551,4.915511,-0.3748339,-0.2920454,0.008664926,-0.2877129,0.2963778
5_555_-3,5,555,-3,2000,-0.016735944,0.025302609,0.280590049,-0.001544486,-0.018940095,0.001438478,3,1.880142,1.495704,-0.1884144,2.91988,-3.108294,3.014087,0.1922189,-0.2398053,-0.2814045,-0.3805075,0.09910298
5_560.0_-3,5,560,-3,2000,-0.002364701,-0.000621113,0.043159701,-0.000351808,-0.003317064,-0.000376062,1,1.362004,3.343364,-0.2898777,4.662216,-4.952093,4.807154,-0.9906797,-0.4504152,0.3520546,-0.2743879,0.6264425
5_560.0_-3,5,560,-3,2000,-0.004694659,0.006176016,0.109109855,-0.000503763,-0.007890108,0.000218506,1.75,1.897624,1.974814,-0.1673554,3.627928,-3.795283,3.711605,-0.03859497,-0.217492,-0.1291631,-0.2820736,0.1529105
5_562.5_-3,5,562.5,-3,2000,-0.010339002,0.014784603,0.194251841,-0.000912953,-0.01378756,0.000854753,2.5,1.820447,1.54909,-0.1700132,3.079865,-3.249878,3.164872,0.1356787,-0.2008183,-0.2186128,-0.3101247,0.09151188
5_562.5_-3,5,562.5,-3,2000,-0.016576044,0.02509151,0.28166004,-0.00152289,-0.019047722,0.00144155,3,1.886221,1.502666,-0.1866334,2.938026,-3.124659,3.031343,0.1917776,-0.2362737,-0.2780588,-0.3753031,0.09724426
5_563.75_-3,5,563.75,-3,2000,-0.012793609,0.018431636,0.229465665,-0.001131408,-0.016092749,0.001126639,2.75,1.809073,1.478747,-0.1725587,2.964284,-3.136842,3.050563,0.165163,-0.2072061,-0.2339335,-0.3241728,0.09023933
5_570_-3,5,570,-3,2000,-0.005792551,0.00873903,0.134543522,-0.000627995,-0.009668173,0.000413177,2,1.868292,1.784634,-0.1536663,3.400589,-3.554256,3.477422,0.04182894,-0.2109847,-0.1696279,-0.2957986,0.1261708
5_570.0_-3,5,570,-3,2000,-0.004336609,0.003861144,0.091199805,-0.000424626,-0.006630418,6.36E-06,1.5,2.006106,2.402149,-0.2172369,4.141708,-4.358944,4.250326,-0.1980213,-0.2447254,-0.05775877,-0.2736048,0.215846
5_570_-3,5,570,-3,2000,-0.015999511,0.023277998,0.275907266,-0.001441462,-0.01884335,0.001439078,3,1.849853,1.470202,-0.1807063,2.908979,-3.089686,2.999332,0.1898256,-0.2232014,-0.2548448,-0.3506238,0.095779
5_573.75_-3,5,573.75,-3,2000,-0.007825341,0.011567138,0.163278833,-0.000758678,-0.011681431,0.000617973,2.25,1.844133,1.65526,-0.1610023,3.234155,-3.395157,3.314656,0.09443683,-0.2038543,-0.1969958,-0.3023522,0.1053564
5_577.5_-3,5,577.5,-3,2000,-0.015672779,0.022441053,0.271971825,-0.001402311,-0.018756332,0.001420655,3,1.821843,1.451021,-0.1771546,2.897245,-3.0744,2.985823,0.1854109,-0.2169005,-0.244611,-0.339206,0.09459499
5_577.5_-3,5,577.5,-3,2000,-0.012688111,0.018319535,0.230716388,-0.001121065,-0.016241041,0.001104789,2.75,1.811605,1.494216,-0.1715704,2.993129,-3.1647,3.078914,0.1586943,-0.2050036,-0.230847,-0.3204271,0.08958016
5_585_-3,5,585,-3,2000,-0.015493192,0.02227882,0.271404845,-0.001387319,-0.018813796,0.001403201,3,1.814463,1.451701,-0.1752441,2.907521,-3.082765,2.995143,0.1813807,-0.214399,-0.241962,-0.33538,0.09341797
5_595.0_-3,5,595,-3,2000,-0.004942673,0.005758341,0.11307524,-0.000521578,-0.00820494,0.000143563,1.75,1.91668,2.096157,-0.1787608,3.770637,-3.949398,3.860018,-0.08973839,-0.2238663,-0.1041347,-0.2759336,0.1717989
5_600.0_-3,5,600,-3,2000,-0.002571393,-0.001002555,0.045214803,-0.000400478,-0.003482889,-0.000462053,1,1.300727,3.627038,-0.318249,4.887879,-5.206128,5.047003,-1.163155,-0.5145819,0.4233117,-0.302926,0.7262377
5_600.0_-3,5,600,-3,2000,-0.010085345,0.014523636,0.19788199,-0.000912555,-0.014114825,0.000806692,2.5,1.833215,1.599624,-0.1672689,3.157352,-3.324621,3.240987,0.1167957,-0.1998397,-0.2090469,-0.3043632,0.09531627
5_600_-3,5,600,-3,2000,-0.005797662,0.008497555,0.13771496,-0.000637061,-0.009919255,0.00036552,2,1.882896,1.85636,-0.1560681,3.490661,-3.646729,3.568695,0.01326824,-0.2128491,-0.1556886,-0.2906934,0.1350048
5_600.0_-3,5,600,-3,2000,-0.004343375,0.001391016,0.075110718,-0.000413553,-0.005418057,-0.000251188,1.25,2.062802,3.166675,-0.3238499,4.845536,-5.169386,5.007461,-0.5519366,-0.3393155,0.1068374,-0.2858968,0.3927342
5_600.0_-3,5,600,-3,2000,-0.004816479,0.003785652,0.096551857,-0.000445365,-0.006998511,-4.10E-05,1.5,2.087308,2.578536,-0.2429,4.364168,-4.607068,4.485618,-0.2456142,-0.2558487,-0.04339814,-0.2775477,0.2341496
5_600_-3,5,600,-3,2000,-0.0152681,0.0221297,0.271834046,-0.001362757,-0.0189707,0.001373577,3,1.810124,1.461354,-0.1730782,2.933845,-3.106923,3.020384,0.174385,-0.2102626,-0.2387475,-0.3296363,0.0908888
5_607.5_-3,5,607.5,-3,2000,-0.007366171,0.011340925,0.166387501,-0.000778221,-0.011924732,0.000576448,2.25,1.856002,1.710692,-0.1530798,3.308787,-3.461866,3.385327,0.07265493,-0.2081856,-0.1856675,-0.3010193,0.1153519
5_615_-3,5,615,-3,2000,-0.015107418,0.021994623,0.272964524,-0.001345261,-0.019139848,0.00134613,3,1.810379,1.474798,-0.1716758,2.961714,-3.13339,3.047552,0.1677907,-0.2072501,-0.2357092,-0.3251047,0.08939548
5_618.75_-3,5,618.75,-3,2000,-0.012383317,0.01794188,0.234902864,-0.001103482,-0.016668312,0.001038768,2.75,1.822003,1.544045,-0.1687877,3.076316,-3.245103,3.16071,0.1389786,-0.2009082,-0.2208349,-0.3113256,0.09049075
5_630.0_-3,5,630,-3,2000,-0.005317858,0.005439308,0.118221121,-0.000543325,-0.00859339,7.09E-05,1.75,1.957879,2.23699,-0.1944623,3.945515,-4.139977,4.042746,-0.1395553,-0.2321314,-0.08287797,-0.2735704,0.1906924
5_630_-3,5,630,-3,2000,-0.014977321,0.021858016,0.274440861,-0.001332576,-0.019314915,0.001319866,3,1.812872,1.49015,-0.1706205,2.990352,-3.160973,3.075663,0.1613614,-0.2049982,-0.2326361,-0.3213163,0.08868019
5_637.5_-3,5,637.5,-3,2000,-0.00945697,0.014320565,0.201319264,-0.000936525,-0.014394827,0.000767467,2.5,1.845504,1.64762,-0.1581016,3.227756,-3.385858,3.306807,0.09894198,-0.204265,-0.1998136,-0.3041718,0.1043583
5_640.0_-3,5,640,-3,2000,-0.006004951,0.008034326,0.142321397,-0.000650896,-0.010286954,0.000281247,2,1.899803,1.964434,-0.1645211,3.619405,-3.783926,3.701665,-0.03231565,-0.2159364,-0.1332803,-0.2825765,0.1492962
5_641.25_-3,5,641.25,-3,2000,-0.007160996,0.011063294,0.170034793,-0.000790109,-0.012210554,0.00052379,2.25,1.869809,1.775525,-0.1507121,3.392406,-3.543118,3.467762,0.04714191,-0.210299,-0.1728838,-0.2967409,0.1238571
5_650.0_-3,5,650,-3,2000,-0.003686678,-0.000199993,0.067931998,-0.000461787,-0.005085991,-0.000448464,1.25,1.587685,3.144294,-0.2840867,4.563849,-4.847935,4.705892,-0.7783046,-0.3789937,0.2453773,-0.256305,0.5016823
5_660.0_-3,5,660,-3,2000,-0.012043264,0.017634526,0.23922421,-0.00110333,-0.017057162,0.000982139,2.75,1.8348,1.593513,-0.1655274,3.15267,-3.318197,3.235433,0.1206433,-0.2000207,-0.2115512,-0.3057963,0.09424512
5_660.0_-3,5,660,-3,2000,-0.005959596,0.003594455,0.108159153,-0.000502514,-0.007747742,-0.000149193,1.5,2.260203,2.963745,-0.303599,4.812284,-5.115883,4.964084,-0.3517708,-0.2876853,-0.01138448,-0.2933775,0.281993
5_665.0_-3,5,665,-3,2000,-0.005825463,0.005241645,0.124328967,-0.000567697,-0.009031321,4.02E-06,1.75,2.018159,2.392756,-0.2149038,4.141189,-4.356093,4.248641,-0.1872983,-0.2415396,-0.06567905,-0.2743792,0.2087001
5_675.0_-3,5,675,-3,2000,-0.007186385,0.010751641,0.174047847,-0.000799318,-0.012529317,0.000461749,2.25,1.884432,1.847125,-0.153429,3.482453,-3.635882,3.559167,0.01865347,-0.2115937,-0.1591861,-0.2911868,0.1320007
5_675_-3,5,675,-3,2000,-0.014596422,0.021402131,0.279359937,-0.001310616,-0.019817207,0.001240943,3,1.823081,1.539391,-0.1675843,3.072633,-3.240217,3.156425,0.1418454,-0.2007699,-0.2226999,-0.3121199,0.08941992
5_675.0_-3,5,675,-3,2000,-0.008895249,0.014015552,0.205136305,-0.000957592,-0.014692926,0.000713695,2.5,1.856966,1.703023,-0.1502162,3.301728,-3.451944,3.376836,0.07697124,-0.2079533,-0.1883008,-0.3021037,0.1138029
5_680.0_-3,5,680,-3,2000,-0.006339178,0.007473211,0.14755395,-0.000672731,-0.010701919,0.000181307,2,1.919737,2.086246,-0.1760374,3.763247,-3.939284,3.851266,-0.08325452,-0.2219182,-0.1084465,-0.2761415,0.167695
5_700.0_-3,5,700,-3,2000,-0.003688061,-0.001106245,0.067792188,-0.000540234,-0.005199657,-0.000604231,1.25,1.395566,3.326211,-0.2890875,4.667623,-4.95671,4.812167,-0.9653223,-0.4462026,0.3348254,-0.2787899,0.6136153
5_700.0_-3,5,700,-3,2000,-0.006489055,0.005146463,0.131728945,-0.000594142,-0.009539542,-6.04E-05,1.75,2.102387,2.57004,-0.2408081,4.366702,-4.60751,4.487106,-0.2338263,-0.2519529,-0.05221582,-0.2780608,0.225845
5_701.25_-3,5,701.25,-3,2000,-0.011224153,0.017373559,0.243282422,-0.00113165,-0.017385655,0.000933013,2.75,1.846303,1.640824,-0.1554842,3.22153,-3.377014,3.299272,0.1027395,-0.2043532,-0.2022657,-0.305486,0.1032203
5_712.5_-3,5,712.5,-3,2000,-0.008667054,0.013654228,0.209636445,-0.000968873,-0.01504578,0.000646987,2.5,1.870789,1.767712,-0.1482274,3.385011,-3.533238,3.459125,0.05153837,-0.2093517,-0.1755118,-0.2971076,0.1215957
5_720.0_-3,5,720,-3,2000,-0.00746731,0.010129902,0.179909137,-0.000815008,-0.012998256,0.000351578,2.25,1.901465,1.955649,-0.1620974,3.611921,-3.774019,3.69297,-0.02709186,-0.2142757,-0.1365703,-0.2825608,0.1459905
5_720.0_-3,5,720,-3,2000,-0.006845533,0.007058946,0.154384153,-0.000699501,-0.011215889,8.62E-05,2,1.963131,2.227741,-0.192059,3.940171,-4.13223,4.036201,-0.1323048,-0.2297084,-0.08781456,-0.2736157,0.1858011
5_720_-3,5,720,-3,2000,-0.01414748,0.021047628,0.284423783,-0.001311383,-0.020272001,0.001175495,3,1.835935,1.58784,-0.1637568,3.147974,-3.31173,3.229852,0.1240475,-0.2000578,-0.2136906,-0.3069031,0.09321253
5_720.0_-3,5,720,-3,2000,-0.006754236,0.002423205,0.113794275,-0.000599036,-0.00810301,-0.000345832,1.5,2.229218,3.264781,-0.3481693,5.017316,-5.365485,5.1914,-0.5177815,-0.3442847,0.07054104,-0.3090142,0.3795552
5_742.5_-3,5,742.5,-3,2000,-0.010553894,0.016967391,0.247882847,-0.001153731,-0.017744335,0.000865435,2.75,1.857461,1.696212,-0.1476816,3.294975,-3.442657,3.368816,0.08062462,-0.2074452,-0.1904477,-0.302669,0.1122213
5_750.0_-3,5,750,-3,2000,-0.004011155,-0.001722441,0.070870473,-0.000615863,-0.005455252,-0.000743555,1.25,1.329379,3.605368,-0.317075,4.889825,-5.2069,5.048362,-1.137995,-0.5104094,0.4049314,-0.3079436,0.7128751
5_750.0_-3,5,750,-3,2000,-0.008714284,0.013261255,0.214590858,-0.000978033,-0.015440333,0.000569146,2.5,1.885582,1.83908,-0.1511385,3.47508,-3.626219,3.55065,0.0232509,-0.2101986,-0.1619949,-0.2911961,0.1292012
5_760.0_-3,5,760,-3,2000,-0.007523532,0.006815697,0.16250846,-0.000729146,-0.011796176,-7.27E-07,2,2.02634,2.384442,-0.2128028,4.138517,-4.351319,4.244918,-0.1790511,-0.2384388,-0.07154312,-0.2742103,0.2026672
5_765_-3,5,765,-3,2000,-0.013111132,0.020707292,0.289148974,-0.001344377,-0.020652821,0.001115659,3,1.846817,1.634496,-0.1529461,3.215577,-3.368523,3.29205,0.1061604,-0.2043106,-0.2042015,-0.3064113,0.1022098
5_765.0_-3,5,765,-3,2000,-0.007902078,0.00940342,0.186594255,-0.000841142,-0.013527624,0.00022307,2.25,1.922228,2.077901,-0.1737323,3.756758,-3.930491,3.843625,-0.0778364,-0.219931,-0.1118847,-0.2758734,0.1639887
5_770.0_-3,5,770,-3,2000,-0.008143503,0.004965727,0.148461995,-0.000670599,-0.010608611,-0.000204154,1.75,2.295442,2.967791,-0.3047593,4.835843,-5.140603,4.988223,-0.3361745,-0.2834148,-0.02440041,-0.295615,0.2712146
5_780.0_-3,5,780,-3,2000,-0.00575687,-2.38E-05,0.102705867,-0.000652525,-0.007576291,-0.000632423,1.5,1.737912,3.223047,-0.3053603,4.70641,-5.01177,4.85909,-0.7425677,-0.3740015,0.2150668,-0.2664681,0.481535
5_783.75_-3,5,783.75,-3,2000,-0.010312349,0.01649715,0.253358351,-0.001163944,-0.018174592,0.000781418,2.75,1.871306,1.761231,-0.1461217,3.378535,-3.524657,3.451596,0.05503736,-0.2082548,-0.1774974,-0.2970035,0.1195061
5_800.0_-3,5,800,-3,2000,-0.008390805,0.006680968,0.172162254,-0.000761798,-0.012459539,-8.60E-05,2,2.110753,2.561118,-0.2386164,4.363778,-4.602394,4.483086,-0.2251822,-0.248274,-0.05828397,-0.277416,0.219132
5_800.0_-3,5,800,-3,2000,-0.009085822,0.012459692,0.221859599,-0.000995783,-0.016022884,0.000429146,2.5,1.902621,1.948069,-0.1600796,3.605116,-3.765196,3.685156,-0.02272396,-0.2125957,-0.139238,-0.2822148,0.1429767
5_810_-3,5,810,-3,2000,-0.012330199,0.02018838,0.294610619,-0.001366309,-0.021078156,0.00103184,3,1.857635,1.69001,-0.1452922,3.288612,-3.433904,3.361258,0.08381288,-0.2067557,-0.1921647,-0.302838,0.1106733
5_810.0_-3,5,810,-3,2000,-0.008558343,0.008882961,0.19532834,-0.000873388,-0.014183528,0.000102266,2.25,1.967127,2.219739,-0.1899794,3.934992,-4.124972,4.029982,-0.1263061,-0.2273457,-0.09177533,-0.2732334,0.1814581
5_825.0_-3,5,825,-3,2000,-0.01038121,0.016024813,0.259320578,-0.001172767,-0.018650071,0.000687106,2.75,1.886197,1.831987,-0.149133,3.468104,-3.617237,3.54267,0.02710515,-0.2087182,-0.1642804,-0.2908585,0.126578
5_840.0_-3,5,840,-3,2000,-0.005318223,-0.001747135,0.098060226,-0.000764313,-0.007503073,-0.000889916,1.5,1.420898,3.316252,-0.2887303,4.670312,-4.959042,4.814677,-0.9476771,-0.4409111,0.3228594,-0.2794814,0.6023408
5_840.0_-3,5,840,-3,2000,-0.009633762,0.003541566,0.159275524,-0.000818485,-0.011257635,-0.000472358,1.75,2.321565,3.3224,-0.3638419,5.11047,-5.474312,5.292391,-0.5004176,-0.3478448,0.05006363,-0.322813,0.3728766
5_850.0_-3,5,850,-3,2000,-0.009640117,0.011542407,0.230169333,-0.001026433,-0.016680874,0.000268748,2.5,1.924092,2.070536,-0.1719015,3.750782,-3.922683,3.836732,-0.07322168,-0.2179629,-0.1146123,-0.275269,0.1606567
5_855_-3,5,855,-3,2000,-0.012073277,0.019617733,0.301135312,-0.001375206,-0.02159199,0.000930753,3,1.871706,1.754847,-0.144049,3.372194,-3.516243,3.444219,0.05842954,-0.2070951,-0.1793327,-0.2967615,0.1174287
5_855.0_-3,5,855,-3,2000,-0.009424287,0.008571919,0.205659573,-0.00090825,-0.014920297,-8.40E-06,2.25,2.031332,2.376401,-0.2107916,4.133839,-4.344631,4.239235,-0.1725343,-0.2354167,-0.07587559,-0.2733545,0.1974789
5_880.0_-3,5,880,-3,2000,-0.010848795,0.015017542,0.268163515,-0.001192661,-0.019360268,0.000513923,2.75,1.903438,1.94141,-0.1582002,3.598963,-3.757163,3.678063,-0.01898593,-0.2108926,-0.1413773,-0.2815813,0.140204
5_880.0_-3,5,880,-3,2000,-0.010632568,0.006503726,0.194741202,-0.000859301,-0.013895598,-0.000271419,2,2.316185,2.965822,-0.3044972,4.845869,-5.150367,4.998118,-0.3248185,-0.2791101,-0.03320682,-0.2957135,0.2625067
5_900.0_-3,5,900,-3,2000,-0.005773038,-0.002699483,0.10222772,-0.000873175,-0.007860408,-0.001095462,1.5,1.348473,3.588814,-0.3157805,4.885894,-5.201674,5.043784,-1.12017,-0.5054382,0.3941374,-0.3083695,0.7025069
5_900_-3,5,900,-3,2000,-0.012185492,0.019036709,0.308242078,-0.001383228,-0.022159812,0.000816045,3,1.886617,1.825664,-0.1473481,3.461845,-3.609193,3.535519,0.03047636,-0.2072097,-0.1661294,-0.2902745,0.124145
5_900.0_-3,5,900,-3,2000,-0.010451623,0.010893991,0.240999406,-0.001063872,-0.017492887,0.000118022,2.5,1.969622,2.212522,-0.188082,3.929452,-4.117534,4.023493,-0.1214498,-0.2249166,-0.09477845,-0.2723059,0.1775274
5_900.0_-3,5,900,-3,2000,-0.010520935,0.008383164,0.217830406,-0.000947546,-0.015757772,-0.000117693,2.25,2.11549,2.552233,-0.2364851,4.358453,-4.594938,4.476696,-0.2183716,-0.2447639,-0.062649,-0.2760884,0.2134394
5_910.0_-3,5,910,-3,2000,-0.008492374,0.000442087,0.147209983,-0.000882807,-0.010743298,-0.00083259,1.75,1.901318,3.316892,-0.327899,4.890765,-5.218664,5.054715,-0.7077869,-0.3738649,0.1845506,-0.2815896,0.4661402
5_935.0_-3,5,935,-3,2000,-0.011535506,0.013893515,0.278273715,-0.001227969,-0.020160475,0.000318279,2.75,1.925539,2.064002,-0.1701556,3.745249,-3.915404,3.830326,-0.06923151,-0.2159914,-0.1168977,-0.2744403,0.1575426
5_950.0_-3,5,950,-3,2000,-0.011530709,0.010500961,0.253789133,-0.001104469,-0.018404448,-1.96E-05,2.5,2.034496,2.36905,-0.2089748,4.128602,-4.337577,4.233089,-0.167277,-0.2325076,-0.079106,-0.2720606,0.1929546
5_960.0_-3,5,960,-3,2000,-0.013042984,0.004617004,0.211920961,-0.001066813,-0.014906259,-0.000641481,2,2.377432,3.367558,-0.3763189,5.171983,-5.548302,5.360142,-0.4950628,-0.3487203,0.04112294,-0.3281588,0.3692817
5_960.0_-3,5,960,-3,2000,-0.012761186,0.017804453,0.318825407,-0.0014057,-0.023010547,0.00060599,3,1.904089,1.935531,-0.1565329,3.593433,-3.749966,3.6717,-0.01572132,-0.209257,-0.1431574,-0.2808357,0.1376783
5_980.0_-3,5,980,-3,2000,-0.007236647,-0.002570207,0.133782151,-0.001023666,-0.010217684,-0.00123376,1.75,1.43766,3.306215,-0.2877056,4.667651,-4.955357,4.811504,-0.9342776,-0.4358338,0.3145772,-0.2785452,0.5931224
5_990.0_-3,5,990,-3,2000,-0.013429759,0.008199376,0.247015245,-0.001067742,-0.017610794,-0.00035037,2.25,2.329429,2.961229,-0.3036592,4.849715,-5.153375,5.001545,-0.3159002,-0.2748739,-0.03938025,-0.294564,0.2551838
5_990.0_-3,5,990,-3,2000,-0.012531648,0.013104592,0.291443949,-0.001271457,-0.02114688,0.00013479,2.75,1.971834,2.206112,-0.1864556,3.924512,-4.110968,4.01774,-0.1171388,-0.2226688,-0.0973349,-0.2713363,0.1740014
5_1000.0_-3,5,1000,-3,2000,-0.012881301,0.010254505,0.268760241,-0.001151074,-0.019435665,-0.000155625,2.5,2.11843,2.544096,-0.2345348,4.352586,-4.587121,4.469853,-0.212833,-0.2414809,-0.06597275,-0.2744672,0.2084945
5_1020.0_-3,5,1020,-3,2000,-0.01359203,0.016447142,0.330903885,-0.001445788,-0.023966048,0.000371332,3,1.926641,2.058197,-0.1685681,3.740122,-3.90869,3.824406,-0.06577798,-0.2141092,-0.1187477,-0.273483,0.1547354
5_1040.0_-3,5,1040,-3,2000,-0.011957343,0.001086255,0.200971507,-0.001165957,-0.014497821,-0.001063137,2,2.043129,3.406328,-0.3506171,5.041233,-5.39185,5.216541,-0.6815997,-0.3803996,0.1597216,-0.3005388,0.4602604
5_1045.0_-3,5,1045,-3,2000,-0.013851948,0.012592745,0.306902174,-0.001317894,-0.022249022,-3.24E-05,2.75,2.036897,2.362128,-0.2074758,4.12337,-4.330845,4.227107,-0.1626153,-0.2298123,-0.08144915,-0.2705368,0.1890877
5_1050.0_-3,5,1050,-3,2000,-0.007842871,-0.003938475,0.139284777,-0.001172179,-0.010697246,-0.001517108,1.75,1.363102,3.574895,-0.3139283,4.880255,-5.194184,5.03722,-1.105896,-0.5007843,0.3868387,-0.307365,0.6942036
5_1080.0_-3,5,1080,-3,2000,-0.014800207,0.015487929,0.346605775,-0.00149551,-0.025141601,0.00015298,3,1.973499,2.200032,-0.1850665,3.919507,-4.104574,4.01204,-0.1132662,-0.2205132,-0.09920804,-0.2701172,0.1709091
5_1080.0_-3,5,1080,-3,2000,-0.016873338,0.005702321,0.271110112,-0.00134116,-0.019015879,-0.000848735,2.25,2.408227,3.395428,-0.3838926,5.206889,-5.590781,5.398835,-0.4936002,-0.3476104,0.03658756,-0.3293166,0.3659042
5_1100.0_-3,5,1100,-3,2000,-0.0154721,0.012306242,0.324989692,-0.001372191,-0.023495117,-0.000198986,2.75,2.120745,2.536831,-0.2327657,4.347091,-4.579857,4.463474,-0.2080431,-0.2384508,-0.06877545,-0.2728386,0.2040631
5_1100.0_-3,5,1100,-3,2000,-0.016526807,0.010067514,0.305274299,-0.001296403,-0.02175288,-0.000441925,2.5,2.338003,2.955678,-0.3024367,4.850059,-5.152495,5.001277,-0.3088374,-0.2710456,-0.04417613,-0.2931337,0.2489576
5_1120.0_-3,5,1120,-3,2000,-0.009447545,-0.003576463,0.175069823,-0.001318491,-0.013345922,-0.001634081,2,1.451852,3.297768,-0.286588,4.663937,-4.950525,4.807231,-0.9229579,-0.4314123,0.3083518,-0.2772364,0.5855882
5_1140.0_-3,5,1140,-3,2000,-0.01634462,0.014914901,0.365024901,-0.001547877,-0.026452333,-4.95E-05,3,2.038587,2.356278,-0.2056971,4.118316,-4.324014,4.221165,-0.1588455,-0.2272606,-0.08401605,-0.2692687,0.1852526
5_1170.0_-3,5,1170,-3,2000,-0.016161361,0.001866276,0.264458209,-0.001514784,-0.018893268,-0.001332557,2.25,2.167332,3.494608,-0.3720003,5.180356,-5.552356,5.366356,-0.6636378,-0.3930125,0.1402143,-0.3229054,0.4631197
5_1200.0_-3,5,1200,-3,2000,-0.021136419,0.006836942,0.337075011,-0.001641123,-0.023603029,-0.001082328,2.5,2.429682,3.412358,-0.388776,5.230389,-5.619165,5.424777,-0.491338,-0.3455097,0.03367184,-0.3286737,0.3623456
5_1200.0_-3,5,1200,-3,2000,-0.010234019,-0.005379137,0.182073162,-0.001512806,-0.01395979,-0.002012035,2,1.374028,3.564728,-0.3123694,4.872179,-5.184549,5.028364,-1.09535,-0.4966957,0.3798509,-0.3067702,0.6866211
