Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Iterations,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f),Cs(r)
5_550_-2,5,5.500000e+02,-2,3.000000e+00,2000,-2.238481e-02,3.115962e-02,2.833335e-01,-1.528227e-03,-1.944733e-02,2.010709e-03,3.412366e+00,1.971572e+00,1.440794e+00,-2.346360e-01,2.975023e+00,-3.209659e+00,3.092341e+00,2.653888e-01,-2.331936e-01,-3.408471e-01,-4.036172e-01,6.277006e-02
5_550_-1,5,5.500000e+02,-1,3.000000e+00,2000,-2.313522e-02,2.775886e-02,2.928111e-01,-1.608835e-03,-2.023924e-02,1.791924e-03,3.525514e+00,1.994140e+00,1.531374e+00,-2.425044e-01,3.095845e+00,-3.338349e+00,3.217097e+00,2.313830e-01,-2.459817e-01,-3.005265e-01,-3.962450e-01,9.571844e-02
5_550_0,5,5.500000e+02,0,3.000000e+00,2000,-2.423766e-02,2.413541e-02,3.029373e-01,-1.674707e-03,-2.112450e-02,1.511016e-03,3.646460e+00,2.011083e+00,1.635376e+00,-2.547850e-01,3.228857e+00,-3.483642e+00,3.356249e+00,1.878536e-01,-2.564864e-01,-2.585902e-01,-3.857815e-01,1.271913e-01
7_400_-2,7,4.000000e+02,-2,4.000000e+00,2000,-5.961481e-02,3.830268e-02,3.838811e-01,-3.147695e-03,-2.252937e-02,1.935811e-03,2.595079e+00,1.455897e+00,1.139183e+00,-3.815031e-01,1.818745e+00,-2.200248e+00,2.009496e+00,1.583571e-01,-2.772409e-01,-2.539231e-01,-4.042024e-01,1.502794e-01
7_400_-1,7,4.000000e+02,-1,4.000000e+00,2000,-6.022762e-02,3.230672e-02,3.906457e-01,-3.235345e-03,-2.296788e-02,1.612158e-03,2.640748e+00,1.450225e+00,1.190523e+00,-3.853212e-01,1.855621e+00,-2.240942e+00,2.048281e+00,1.298513e-01,-2.851643e-01,-2.139918e-01,-3.921602e-01,1.781684e-01
7_400_0,7,4.000000e+02,0,4.000000e+00,2000,-6.100886e-02,2.673398e-02,3.985632e-01,-3.339035e-03,-2.355003e-02,1.263017e-03,2.693811e+00,1.446332e+00,1.247479e+00,-3.902123e-01,1.904112e+00,-2.294324e+00,2.099218e+00,9.942671e-02,-2.944309e-01,-1.771464e-01,-3.830041e-01,2.058577e-01
7_425_-2,7,4.250000e+02,-2,4.000000e+00,2000,-5.896488e-02,3.973113e-02,3.880329e-01,-3.140073e-03,-2.356080e-02,2.151616e-03,2.623881e+00,1.486866e+00,1.137015e+00,-3.757992e-01,1.914213e+00,-2.290012e+00,2.102112e+00,1.749257e-01,-2.759348e-01,-2.605985e-01,-4.062340e-01,1.456355e-01
7_425_-1,7,4.250000e+02,-1,4.000000e+00,2000,-6.027981e-02,3.441954e-02,3.990555e-01,-3.251126e-03,-2.429843e-02,1.837362e-03,2.698123e+00,1.496150e+00,1.201973e+00,-3.841481e-01,1.975444e+00,-2.359592e+00,2.167518e+00,1.470880e-01,-2.859014e-01,-2.255550e-01,-3.986788e-01,1.731239e-01
7_425_0,7,4.250000e+02,0,4.000000e+00,2000,-6.128483e-02,2.876343e-02,4.085246e-01,-3.361859e-03,-2.498949e-02,1.483527e-03,2.761571e+00,1.497206e+00,1.264365e+00,-3.905581e-01,2.032812e+00,-2.423370e+00,2.228091e+00,1.164207e-01,-2.958091e-01,-1.882136e-01,-3.899158e-01,2.017023e-01
7_450_-2,7,4.500000e+02,-2,4.000000e+00,2000,-5.849438e-02,4.104692e-02,3.950952e-01,-3.087066e-03,-2.457201e-02,2.356202e-03,2.672101e+00,1.527004e+00,1.145097e+00,-3.719554e-01,2.006972e+00,-2.378927e+00,2.192949e+00,1.909532e-01,-2.706881e-01,-2.672566e-01,-4.043164e-01,1.370598e-01
7_450_-1,7,4.500000e+02,-1,4.000000e+00,2000,-5.944593e-02,3.623340e-02,4.037646e-01,-3.255183e-03,-2.529192e-02,2.036869e-03,2.730668e+00,1.527227e+00,1.203442e+00,-3.770938e-01,2.068180e+00,-2.445274e+00,2.256727e+00,1.618925e-01,-2.855971e-01,-2.348364e-01,-4.030153e-01,1.681789e-01
7_450_0,7,4.500000e+02,0,4.000000e+00,2000,-6.061874e-02,3.063261e-02,4.137974e-01,-3.366389e-03,-2.603727e-02,1.660907e-03,2.797780e+00,1.528087e+00,1.269693e+00,-3.847236e-01,2.129660e+00,-2.514384e+00,2.322022e+00,1.291968e-01,-2.955440e-01,-1.980050e-01,-3.945465e-01,1.965415e-01
7_475_-2,7,4.750000e+02,-2,4.000000e+00,2000,-5.783303e-02,4.297806e-02,4.029307e-01,-3.094468e-03,-2.566943e-02,2.548673e-03,2.725617e+00,1.568403e+00,1.157213e+00,-3.662746e-01,2.108251e+00,-2.474525e+00,2.291388e+00,2.055950e-01,-2.707743e-01,-2.778266e-01,-4.096876e-01,1.318610e-01
7_475_-1,7,4.750000e+02,-1,4.000000e+00,2000,-5.891433e-02,3.799036e-02,4.114931e-01,-3.256179e-03,-2.634315e-02,2.216136e-03,2.783420e+00,1.567062e+00,1.216358e+00,-3.723972e-01,2.164849e+00,-2.537246e+00,2.351047e+00,1.753518e-01,-2.851184e-01,-2.443636e-01,-4.073002e-01,1.629366e-01
7_475_0,7,4.750000e+02,0,4.000000e+00,2000,-6.020401e-02,3.247595e-02,4.219295e-01,-3.379814e-03,-2.714931e-02,1.831483e-03,2.853212e+00,1.568359e+00,1.284853e+00,-3.806785e-01,2.231317e+00,-2.611996e+00,2.421657e+00,1.417528e-01,-2.961486e-01,-2.080995e-01,-4.001984e-01,1.920988e-01
7_500_-2,7,5.000000e+02,-2,4.000000e+00,2000,-5.706519e-02,4.508315e-02,4.117022e-01,-3.159143e-03,-2.677722e-02,2.722582e-03,2.785487e+00,1.611080e+00,1.174407e+00,-3.595710e-01,2.210928e+00,-2.570499e+00,2.390714e+00,2.183369e-01,-2.759307e-01,-2.893833e-01,-4.206223e-01,1.312390e-01
7_500_-1,7,5.000000e+02,-1,4.000000e+00,2000,-5.834001e-02,4.012477e-02,4.197758e-01,-3.282711e-03,-2.738912e-02,2.362079e-03,2.839870e+00,1.605837e+00,1.234032e+00,-3.674158e-01,2.261148e+00,-2.628564e+00,2.444856e+00,1.859024e-01,-2.869496e-01,-2.567628e-01,-4.153311e-01,1.585682e-01
7_500_0,7,5.000000e+02,0,4.000000e+00,2000,-6.001628e-02,3.425393e-02,4.316156e-01,-3.384123e-03,-2.825742e-02,1.967301e-03,2.918965e+00,1.611472e+00,1.307493e+00,-3.786273e-01,2.331616e+00,-2.710243e+00,2.520930e+00,1.519899e-01,-2.960989e-01,-2.187894e-01,-4.054936e-01,1.867042e-01
7_525_-2,7,5.250000e+02,-2,4.000000e+00,2000,-5.648373e-02,4.738375e-02,4.218490e-01,-3.186916e-03,-2.780389e-02,2.885966e-03,2.854595e+00,1.657816e+00,1.196778e+00,-3.542395e-01,2.305671e+00,-2.659910e+00,2.482791e+00,2.305191e-01,-2.779059e-01,-3.030830e-01,-4.294474e-01,1.263644e-01
7_525_-1,7,5.250000e+02,-1,4.000000e+00,2000,-5.810813e-02,4.212948e-02,4.312841e-01,-3.281940e-03,-2.850809e-02,2.522875e-03,2.918012e+00,1.657553e+00,1.260459e+00,-3.648857e-01,2.362724e+00,-2.727609e+00,2.545167e+00,1.985469e-01,-2.864834e-01,-2.689650e-01,-4.209659e-01,1.520009e-01
7_525_0,7,5.250000e+02,0,4.000000e+00,2000,-6.001168e-02,3.641109e-02,4.445810e-01,-3.295642e-03,-2.945944e-02,2.146372e-03,3.006950e+00,1.670234e+00,1.336716e+00,-3.777829e-01,2.439722e+00,-2.817504e+00,2.628613e+00,1.667588e-01,-2.878919e-01,-2.324495e-01,-4.041167e-01,1.716671e-01
7_550_-2,7,5.500000e+02,-2,4.000000e+00,2000,-5.613812e-02,5.090620e-02,4.357556e-01,-3.085979e-03,-2.898968e-02,3.093513e-03,2.949087e+00,1.722373e+00,1.226714e+00,-3.506881e-01,2.413682e+00,-2.764370e+00,2.589026e+00,2.478296e-01,-2.686241e-01,-3.264685e-01,-4.318584e-01,1.053899e-01
7_550_-1,7,5.500000e+02,-1,4.000000e+00,2000,-5.784057e-02,4.500397e-02,4.450137e-01,-3.211937e-03,-2.970326e-02,2.719957e-03,3.011301e+00,1.719980e+00,1.291321e+00,-3.618609e-01,2.471353e+00,-2.833214e+00,2.652283e+00,2.143294e-01,-2.798305e-01,-2.869306e-01,-4.232957e-01,1.363652e-01
7_550_0,7,5.500000e+02,0,4.000000e+00,2000,-5.993826e-02,3.879036e-02,4.575328e-01,-3.283544e-03,-3.068321e-02,2.307016e-03,3.094916e+00,1.726438e+00,1.368478e+00,-3.760501e-01,2.550153e+00,-2.926203e+00,2.738178e+00,1.789800e-01,-2.863434e-01,-2.468277e-01,-4.097573e-01,1.629296e-01
5_400_-2,5,4.000000e+02,-2,4.000000e+00,2000,-4.554047e-02,3.643354e-02,3.738769e-01,-2.977813e-03,-2.195532e-02,1.996426e-03,2.526789e+00,1.426302e+00,1.100487e+00,-2.884932e-01,1.814376e+00,-2.102869e+00,1.958623e+00,1.629075e-01,-2.625248e-01,-2.402036e-01,-3.826265e-01,1.424230e-01
5_400_-1,5,4.000000e+02,-1,4.000000e+00,2000,-4.612352e-02,3.115645e-02,3.826268e-01,-3.082759e-03,-2.249090e-02,1.679814e-03,2.585642e+00,1.427628e+00,1.158014e+00,-2.915110e-01,1.860116e+00,-2.151627e+00,2.005872e+00,1.348073e-01,-2.719663e-01,-2.049433e-01,-3.744380e-01,1.694946e-01
5_400_0,5,4.000000e+02,0,4.000000e+00,2000,-4.650548e-02,2.570410e-02,3.887466e-01,-3.164434e-03,-2.299128e-02,1.354814e-03,2.627044e+00,1.419661e+00,1.207382e+00,-2.936527e-01,1.903288e+00,-2.196941e+00,2.050115e+00,1.061395e-01,-2.792740e-01,-1.686331e-01,-3.635906e-01,1.949575e-01
5_425_-2,5,4.250000e+02,-2,4.000000e+00,2000,-4.495343e-02,3.812585e-02,3.811276e-01,-2.972767e-03,-2.315052e-02,2.225912e-03,2.576337e+00,1.468826e+00,1.107512e+00,-2.832449e-01,1.924215e+00,-2.207460e+00,2.065837e+00,1.806570e-01,-2.615295e-01,-2.488351e-01,-3.859470e-01,1.371119e-01
5_425_-1,5,4.250000e+02,-1,4.000000e+00,2000,-4.592646e-02,3.298679e-02,3.916165e-01,-3.084521e-03,-2.380185e-02,1.915146e-03,2.646860e+00,1.476572e+00,1.170288e+00,-2.888710e-01,1.978966e+00,-2.267837e+00,2.123401e+00,1.531418e-01,-2.715769e-01,-2.146746e-01,-3.789142e-01,1.642396e-01
5_425_0,5,4.250000e+02,0,4.000000e+00,2000,-4.651057e-02,2.761929e-02,3.989825e-01,-3.167920e-03,-2.440897e-02,1.573437e-03,2.696620e+00,1.471253e+00,1.225367e+00,-2.921826e-01,2.030958e+00,-2.323141e+00,2.177049e+00,1.229432e-01,-2.790400e-01,-1.789818e-01,-3.685309e-01,1.895491e-01
5_450_-2,5,4.500000e+02,-2,4.000000e+00,2000,-4.367284e-02,3.961970e-02,3.865777e-01,-2.953917e-03,-2.411832e-02,2.416856e-03,2.613776e+00,1.501917e+00,1.111859e+00,-2.734584e-01,2.016037e+00,-2.289495e+00,2.152766e+00,1.950291e-01,-2.593399e-01,-2.561522e-01,-3.874160e-01,1.312638e-01
5_450_-1,5,4.500000e+02,-1,4.000000e+00,2000,-4.485688e-02,3.466043e-02,3.969686e-01,-3.073307e-03,-2.480595e-02,2.114455e-03,2.683628e+00,1.509743e+00,1.173885e+00,-2.803708e-01,2.073395e+00,-2.353766e+00,2.213581e+00,1.679291e-01,-2.700118e-01,-2.230039e-01,-3.815137e-01,1.585099e-01
5_450_0,5,4.500000e+02,0,4.000000e+00,2000,-4.581580e-02,2.926422e-02,4.056135e-01,-3.157297e-03,-2.549643e-02,1.750607e-03,2.741905e+00,1.506707e+00,1.235198e+00,-2.862136e-01,2.131443e+00,-2.417656e+00,2.274549e+00,1.357543e-01,-2.775461e-01,-1.873651e-01,-3.712287e-01,1.838636e-01
5_475_-2,5,4.750000e+02,-2,4.000000e+00,2000,-4.248694e-02,4.165314e-02,3.947758e-01,-2.965991e-03,-2.519945e-02,2.608248e-03,2.669747e+00,1.544338e+00,1.125409e+00,-2.639192e-01,2.117768e+00,-2.381687e+00,2.249727e+00,2.094642e-01,-2.599216e-01,-2.673253e-01,-3.935842e-01,1.262589e-01
5_475_-1,5,4.750000e+02,-1,4.000000e+00,2000,-4.393195e-02,3.665783e-02,4.047333e-01,-3.083518e-03,-2.587936e-02,2.296865e-03,2.736623e+00,1.549682e+00,1.186941e+00,-2.727645e-01,2.173488e+00,-2.446253e+00,2.309870e+00,1.813707e-01,-2.703953e-01,-2.338577e-01,-3.873241e-01,1.534665e-01
5_475_0,5,4.750000e+02,0,4.000000e+00,2000,-4.511412e-02,3.125179e-02,4.142363e-01,-3.155369e-03,-2.661953e-02,1.926898e-03,2.800629e+00,1.549033e+00,1.251595e+00,-2.801095e-01,2.235158e+00,-2.515268e+00,2.375213e+00,1.487189e-01,-2.768646e-01,-1.984531e-01,-3.760911e-01,1.776380e-01
5_500_-2,5,5.000000e+02,-2,4.000000e+00,2000,-4.136549e-02,4.457397e-02,4.060966e-01,-2.964630e-03,-2.640473e-02,2.793015e-03,2.746764e+00,1.597508e+00,1.149256e+00,-2.545284e-01,2.230408e+00,-2.484936e+00,2.357672e+00,2.241262e-01,-2.594473e-01,-2.857422e-01,-4.023184e-01,1.165762e-01
5_500_-1,5,5.000000e+02,-1,4.000000e+00,2000,-4.293546e-02,3.891072e-02,4.139097e-01,-3.088145e-03,-2.696057e-02,2.463167e-03,2.799121e+00,1.593342e+00,1.205779e+00,-2.646809e-01,2.274487e+00,-2.539168e+00,2.406827e+00,1.937813e-01,-2.703572e-01,-2.469474e-01,-3.938309e-01,1.468835e-01
5_500_0,5,5.000000e+02,0,4.000000e+00,2000,-4.440549e-02,3.351127e-02,4.246955e-01,-3.156323e-03,-2.779267e-02,2.092336e-03,2.871723e+00,1.597150e+00,1.274573e+00,-2.739529e-01,2.343349e+00,-2.617302e+00,2.480325e+00,1.612883e-01,-2.765222e-01,-2.119659e-01,-3.825051e-01,1.705393e-01
5_525_-2,5,5.250000e+02,-2,4.000000e+00,2000,-4.070066e-02,4.840590e-02,4.207706e-01,-2.872516e-03,-2.766787e-02,3.004680e-03,2.846388e+00,1.665344e+00,1.181044e+00,-2.484249e-01,2.346554e+00,-2.594979e+00,2.470766e+00,2.421498e-01,-2.510363e-01,-3.116260e-01,-4.068493e-01,9.522330e-02
5_525_-1,5,5.250000e+02,-1,4.000000e+00,2000,-4.187756e-02,4.179921e-02,4.258553e-01,-3.052932e-03,-2.816742e-02,2.640255e-03,2.880299e+00,1.648331e+00,1.231968e+00,-2.561393e-01,2.386877e+00,-2.643016e+00,2.514946e+00,2.081814e-01,-2.669314e-01,-2.655854e-01,-3.997242e-01,1.341387e-01
5_525_0,5,5.250000e+02,0,4.000000e+00,2000,-4.348779e-02,3.638576e-02,4.371169e-01,-3.044399e-03,-2.903478e-02,2.266870e-03,2.956080e+00,1.654069e+00,1.302011e+00,-2.667750e-01,2.458230e+00,-2.725005e+00,2.591617e+00,1.760286e-01,-2.663214e-01,-2.309023e-01,-3.817725e-01,1.508703e-01
5_550_-2,5,5.500000e+02,-2,4.000000e+00,2000,-4.038053e-02,5.150773e-02,4.333091e-01,-2.802777e-03,-2.869764e-02,3.168805e-03,2.931574e+00,1.720751e+00,1.210822e+00,-2.451330e-01,2.440510e+00,-2.685643e+00,2.563077e+00,2.549643e-01,-2.445153e-01,-3.317238e-01,-4.103772e-01,7.865342e-02
5_550_-1,5,5.500000e+02,-1,4.000000e+00,2000,-4.106512e-02,4.536682e-02,4.400781e-01,-2.957435e-03,-2.938332e-02,2.833373e-03,2.976901e+00,1.712602e+00,1.264299e+00,-2.492865e-01,2.499236e+00,-2.748523e+00,2.623879e+00,2.241517e-01,-2.581694e-01,-2.892560e-01,-4.027974e-01,1.135414e-01
5_550_0,5,5.500000e+02,0,4.000000e+00,2000,-4.291732e-02,3.931643e-02,4.506186e-01,-3.019577e-03,-3.025534e-02,2.425174e-03,3.047752e+00,1.712153e+00,1.335599e+00,-2.615383e-01,2.570160e+00,-2.831698e+00,2.700929e+00,1.882771e-01,-2.637563e-01,-2.494860e-01,-3.884993e-01,1.390133e-01
1_400_-2,1,4.000000e+02,-2,3.500000e+00,2000,-1.035590e-02,2.911193e-02,2.910629e-01,-1.935590e-03,-1.830534e-02,1.897588e-03,2.569334e+00,1.486037e+00,1.083297e+00,-7.117840e-02,2.099151e+00,-2.170330e+00,2.134740e+00,2.013701e-01,-2.228987e-01,-2.464587e-01,-3.461280e-01,9.966934e-02
1_400_-1,1,4.000000e+02,-1,3.500000e+00,2000,-1.063606e-02,2.475174e-02,2.962665e-01,-2.001300e-03,-1.868327e-02,1.626477e-03,2.614748e+00,1.477629e+00,1.137119e+00,-7.307842e-02,2.141556e+00,-2.214634e+00,2.178095e+00,1.702548e-01,-2.305722e-01,-2.086297e-01,-3.348870e-01,1.262573e-01
1_400_0,1,4.000000e+02,0,3.500000e+00,2000,-1.088000e-02,2.072498e-02,3.015743e-01,-2.041365e-03,-1.914130e-02,1.359261e-03,2.661342e+00,1.470356e+00,1.190986e+00,-7.510322e-02,2.193431e+00,-2.268534e+00,2.230982e+00,1.396853e-01,-2.352512e-01,-1.741805e-01,-3.223415e-01,1.481610e-01
1_425_-2,1,4.250000e+02,-2,3.500000e+00,2000,-9.805277e-03,3.190944e-02,3.024336e-01,-1.894045e-03,-1.938954e-02,2.080723e-03,2.670158e+00,1.555320e+00,1.114838e+00,-6.405146e-02,2.229587e+00,-2.293638e+00,2.261612e+00,2.202412e-01,-2.177654e-01,-2.695993e-01,-3.525651e-01,8.296576e-02
1_425_-1,1,4.250000e+02,-1,3.500000e+00,2000,-1.008793e-02,2.754248e-02,3.079673e-01,-1.959227e-03,-1.984059e-02,1.807383e-03,2.718460e+00,1.547978e+00,1.170482e+00,-6.582649e-02,2.280533e+00,-2.346359e+00,2.313446e+00,1.887480e-01,-2.253434e-01,-2.315286e-01,-3.411077e-01,1.095792e-01
1_425_0,1,4.250000e+02,0,3.500000e+00,2000,-1.040073e-02,2.337545e-02,3.138920e-01,-2.011132e-03,-2.035859e-02,1.525401e-03,2.770457e+00,1.541703e+00,1.228754e+00,-6.843322e-02,2.339044e+00,-2.407477e+00,2.373261e+00,1.564743e-01,-2.313932e-01,-1.958217e-01,-3.293041e-01,1.334824e-01
1_450_-2,1,4.500000e+02,-2,3.500000e+00,2000,-9.178512e-03,3.454638e-02,3.132166e-01,-1.834350e-03,-2.034312e-02,2.230434e-03,2.765806e+00,1.618095e+00,1.147711e+00,-5.669308e-02,2.344922e+00,-2.401615e+00,2.373268e+00,2.351917e-01,-2.105521e-01,-2.914171e-01,-3.562606e-01,6.484354e-02
1_450_-1,1,4.500000e+02,-1,3.500000e+00,2000,-9.460119e-03,3.021799e-02,3.194806e-01,-1.902537e-03,-2.088562e-02,1.959900e-03,2.820524e+00,1.614261e+00,1.206263e+00,-5.815714e-02,2.406624e+00,-2.464781e+00,2.435702e+00,2.039992e-01,-2.184535e-01,-2.535756e-01,-3.452413e-01,9.166566e-02
1_450_0,1,4.500000e+02,0,3.500000e+00,2000,-9.761650e-03,2.589567e-02,3.259042e-01,-1.969852e-03,-2.144578e-02,1.664500e-03,2.876900e+00,1.608673e+00,1.268226e+00,-6.067040e-02,2.470052e+00,-2.530722e+00,2.500387e+00,1.702233e-01,-2.262929e-01,-2.165160e-01,-3.345509e-01,1.180349e-01
1_475_-2,1,4.750000e+02,-2,3.500000e+00,2000,-8.491211e-03,3.646885e-02,3.230218e-01,-1.792312e-03,-2.118248e-02,2.348343e-03,2.852816e+00,1.672654e+00,1.180162e+00,-4.938610e-02,2.446942e+00,-2.496328e+00,2.471635e+00,2.462460e-01,-2.054269e-01,-3.067679e-01,-3.588109e-01,5.204299e-02
1_475_-1,1,4.750000e+02,-1,3.500000e+00,2000,-8.699173e-03,3.249643e-02,3.301612e-01,-1.854176e-03,-2.180968e-02,2.082518e-03,2.915262e+00,1.673272e+00,1.241990e+00,-4.984771e-02,2.518966e+00,-2.568813e+00,2.543889e+00,2.156411e-01,-2.125633e-01,-2.721114e-01,-3.486190e-01,7.650761e-02
1_475_0,1,4.750000e+02,0,3.500000e+00,2000,-9.054270e-03,2.839778e-02,3.374071e-01,-1.923105e-03,-2.247324e-02,1.797340e-03,2.978888e+00,1.672372e+00,1.306516e+00,-5.245427e-02,2.594351e+00,-2.646805e+00,2.620578e+00,1.829278e-01,-2.205496e-01,-2.368251e-01,-3.389622e-01,1.021371e-01
1_500_-2,1,5.000000e+02,-2,3.500000e+00,2000,-7.801139e-03,3.795389e-02,3.314077e-01,-1.742065e-03,-2.191612e-02,2.454099e-03,2.927370e+00,1.719077e+00,1.208293e+00,-4.244661e-02,2.536515e+00,-2.578962e+00,2.557738e+00,2.553924e-01,-1.993518e-01,-3.178496e-01,-3.582766e-01,4.042694e-02
1_500_-1,1,5.000000e+02,-1,3.500000e+00,2000,-7.895847e-03,3.419258e-02,3.397723e-01,-1.812849e-03,-2.263571e-02,2.189987e-03,3.000577e+00,1.725453e+00,1.275124e+00,-4.167989e-02,2.619873e+00,-2.661552e+00,2.640712e+00,2.251648e-01,-2.075056e-01,-2.851932e-01,-3.501022e-01,6.490896e-02
1_500_0,1,5.000000e+02,0,3.500000e+00,2000,-8.294977e-03,3.040990e-02,3.480278e-01,-1.887085e-03,-2.341500e-02,1.903951e-03,3.073059e+00,1.728970e+00,1.344089e+00,-4.422344e-02,2.708677e+00,-2.752900e+00,2.730788e+00,1.924401e-01,-2.160892e-01,-2.527809e-01,-3.424797e-01,8.969875e-02
1_525_-2,1,5.250000e+02,-2,3.500000e+00,2000,-7.092309e-03,3.908711e-02,3.373587e-01,-1.693683e-03,-2.251414e-02,2.547848e-03,2.980499e+00,1.752817e+00,1.227682e+00,-3.576046e-02,2.610231e+00,-2.645991e+00,2.628111e+00,2.625674e-01,-1.934880e-01,-3.254658e-01,-3.562209e-01,3.075509e-02
1_525_-1,1,5.250000e+02,-1,3.500000e+00,2000,-7.037026e-03,3.539737e-02,3.474918e-01,-1.769530e-03,-2.332769e-02,2.288053e-03,3.069291e+00,1.767579e+00,1.301711e+00,-3.354911e-02,2.705218e+00,-2.738768e+00,2.721993e+00,2.329340e-01,-2.022223e-01,-2.934781e-01,-3.489613e-01,5.548323e-02
1_525_0,1,5.250000e+02,0,3.500000e+00,2000,-7.593437e-03,3.212369e-02,3.578512e-01,-1.858671e-03,-2.428936e-02,2.005142e-03,3.160194e+00,1.781008e+00,1.379186e+00,-3.668498e-02,2.814823e+00,-2.851508e+00,2.833165e+00,2.009113e-01,-2.125118e-01,-2.657664e-01,-3.453949e-01,7.962857e-02
1_550_-2,1,5.500000e+02,-2,3.500000e+00,2000,-6.465559e-03,4.001642e-02,3.430689e-01,-1.659618e-03,-2.309331e-02,2.639457e-03,3.031464e+00,1.785180e+00,1.246284e+00,-2.985377e-02,2.681356e+00,-2.711210e+00,2.696283e+00,2.694479e-01,-1.892891e-01,-3.311633e-01,-3.548707e-01,2.370744e-02
1_550_-1,1,5.500000e+02,-1,3.500000e+00,2000,-6.291554e-03,3.615833e-02,3.533993e-01,-1.753059e-03,-2.391514e-02,2.372298e-03,3.121990e+00,1.799695e+00,1.322294e+00,-2.689031e-02,2.777670e+00,-2.804561e+00,2.791116e+00,2.387006e-01,-2.000888e-01,-2.978026e-01,-3.489901e-01,5.118746e-02
1_550_0,1,5.500000e+02,0,3.500000e+00,2000,-7.032102e-03,3.272303e-02,3.672128e-01,-1.840407e-03,-2.504534e-02,2.103725e-03,3.243233e+00,1.830210e+00,1.413023e+00,-3.095789e-02,2.906295e+00,-2.937253e+00,2.921774e+00,2.085934e-01,-2.101467e-01,-2.685336e-01,-3.444135e-01,7.587990e-02
3_400_-2,3,4.000000e+02,-2,3.000000e+00,2000,-1.493893e-02,2.576162e-02,2.393437e-01,-1.480859e-03,-1.568815e-02,1.604360e-03,2.878485e+00,1.666116e+00,1.212369e+00,-1.515933e-01,2.415732e+00,-2.567325e+00,2.491529e+00,2.268739e-01,-2.302761e-01,-2.940214e-01,-3.772867e-01,8.326538e-02
3_400_-1,3,4.000000e+02,-1,3.000000e+00,2000,-1.533504e-02,2.230083e-02,2.440309e-01,-1.529499e-03,-1.610001e-02,1.387029e-03,2.934321e+00,1.659815e+00,1.274506e+00,-1.559251e-01,2.478297e+00,-2.634223e+00,2.556260e+00,1.926541e-01,-2.380066e-01,-2.527176e-01,-3.643655e-01,1.116478e-01
3_400_0,3,4.000000e+02,0,3.000000e+00,2000,-1.589491e-02,1.859154e-02,2.487761e-01,-1.607665e-03,-1.653513e-02,1.142568e-03,2.990827e+00,1.649348e+00,1.341479e+00,-1.619806e-01,2.543626e+00,-2.705606e+00,2.624616e+00,1.539345e-01,-2.503881e-01,-2.084963e-01,-3.546363e-01,1.461400e-01
3_425_-2,3,4.250000e+02,-2,3.000000e+00,2000,-1.458550e-02,2.737905e-02,2.479216e-01,-1.449175e-03,-1.641700e-02,1.696665e-03,2.982221e+00,1.729407e+00,1.252814e+00,-1.458208e-01,2.534942e+00,-2.680762e+00,2.607852e+00,2.382966e-01,-2.248529e-01,-3.115318e-01,-3.806188e-01,6.908702e-02
3_425_-1,3,4.250000e+02,-1,3.000000e+00,2000,-1.498867e-02,2.420252e-02,2.537079e-01,-1.498634e-03,-1.693284e-02,1.484626e-03,3.051247e+00,1.730652e+00,1.320594e+00,-1.498402e-01,2.614081e+00,-2.763921e+00,2.689001e+00,2.050290e-01,-2.326925e-01,-2.737876e-01,-3.695863e-01,9.579870e-02
3_425_0,3,4.250000e+02,0,3.000000e+00,2000,-1.550469e-02,2.060687e-02,2.591978e-01,-1.579891e-03,-1.745414e-02,1.242436e-03,3.116702e+00,1.724880e+00,1.391822e+00,-1.549916e-01,2.693487e+00,-2.848479e+00,2.770983e+00,1.665294e-01,-2.455222e-01,-2.307178e-01,-3.608811e-01,1.301634e-01
3_450_-2,3,4.500000e+02,-2,3.000000e+00,2000,-1.419005e-02,2.844185e-02,2.545218e-01,-1.416733e-03,-1.701833e-02,1.775055e-03,3.062266e+00,1.777786e+00,1.284480e+00,-1.402138e-01,2.633950e+00,-2.774164e+00,2.704057e+00,2.466533e-01,-2.192841e-01,-3.216877e-01,-3.801280e-01,5.844024e-02
3_450_-1,3,4.500000e+02,-1,3.000000e+00,2000,-1.463382e-02,2.569175e-02,2.622720e-01,-1.473250e-03,-1.767851e-02,1.567952e-03,3.154806e+00,1.792029e+00,1.362778e+00,-1.441948e-01,2.735897e+00,-2.880092e+00,2.807994e+00,2.146253e-01,-2.282300e-01,-2.893827e-01,-3.729214e-01,8.353866e-02
3_450_0,3,4.500000e+02,0,3.000000e+00,2000,-1.514144e-02,2.234424e-02,2.691170e-01,-1.555748e-03,-1.830546e-02,1.327805e-03,3.236515e+00,1.794837e+00,1.441677e+00,-1.488498e-01,2.832226e+00,-2.981076e+00,2.906651e+00,1.765800e-01,-2.412350e-01,-2.494200e-01,-3.659450e-01,1.165250e-01
