Case,Cone Angle,Omega,Pitch Angle,vz,Average Fx,Average Fy,Average Fz,Average Mx,Average My,Average Mz
0_210_10,0,210,10,2,-0.001689523,-0.011933538,0.105125956,-0.00089824,-0.006477006,-0.000810487
0_210_5,0,210,5,2,-0.001979305,-0.003400147,0.101962471,-0.000808864,-0.006262462,-0.000243033
10_210_-5,10,210,-5,2,-0.016028594,0.011828626,0.093199131,-0.000853777,-0.005300918,0.000468416
5_660_-5,5,660,-5,2,-0.006125312,0.005139498,0.128586229,-0.000595806,-0.008935099,-0.000161905
10_420_5,10,420,5,2,-0.024120295,-0.005531324,0.179814479,-0.001124393,-0.013209441,-0.000921072
0_540_5,0,540,5,2,0.00432234,-0.008268401,0.18480872,-0.000470278,-0.014585796,-0.001208401
5_270_10,5,270,10,2,-0.010224002,-0.013391809,0.135102034,-0.000970558,-0.009108729,-0.001087408
5_420_-5,5,420,-5,2,-0.006138452,0.009756611,0.112558345,-0.000550602,-0.007709422,0.00052161
10_480_0,10,480,0,2,-0.019944514,0.002661181,0.154955748,-0.000981298,-0.011520548,-0.000150363
5_270_0,5,270,0,2,-0.008107024,0.005891077,0.112720145,-0.000823107,-0.007401686,0.000260682
5_330_0,5,330,0,2,-0.007791865,0.007196221,0.130294401,-0.000796587,-0.008923022,0.000266314
5_210_5,5,210,5,2,-0.01000553,-0.002821129,0.107752584,-0.000911962,-0.006484079,-0.000282152
10_240_5,10,240,5,2,-0.019088442,-0.002560717,0.120461405,-0.000999289,-0.007658586,-0.000388805
10_420_10,10,420,10,2,-0.027465532,-0.020506868,0.205582442,-0.001203504,-0.015378888,-0.00220543
0_180_5,0,180,5,2,-0.002682049,-0.003842542,0.09146703,-0.00081772,-0.005119582,-0.000244511
5_330_10,5,330,10,2,-0.010868293,-0.015835971,0.164711517,-0.001060694,-0.011674666,-0.00142438
0_240_5,0,240,5,2,-0.001132662,-0.002886832,0.111057318,-0.000777202,-0.007256949,-0.000254353
10_660_10,10,660,10,2,-0.026436492,-0.048870465,0.171248451,-0.001669164,-0.015713221,-0.005206524
10_180_0,10,180,0,2,-0.016505232,0.004222182,0.089982763,-0.000867971,-0.004746146,-8.90E-06
10_480_10,10,480,10,2,-0.029482067,-0.024041917,0.224551603,-0.001160504,-0.017394395,-0.002644476
10_270_10,10,270,10,2,-0.021222857,-0.013599095,0.140881552,-0.001046782,-0.009456076,-0.001179938
10_600_10,10,600,10,2,-0.600855485,-0.696857757,3.28085812,-0.041804046,-0.251427224,-0.065753087
5_540_0,5,540,0,2,-0.007739843,0.002619895,0.156647949,-0.000702173,-0.01177822,-0.00018294
0_270_-5,0,270,-5,2,-7.59E-05,0.011982808,0.098539149,-0.00052432,-0.006309607,0.000699924
5_630_0,5,630,0,2,-0.008045029,0.000925318,0.172676793,-0.000749989,-0.01311507,-0.000435122
10_210_0,10,210,0,2,-0.017523061,0.005739897,0.104429971,-0.000925596,-0.006044713,0.000106044
0_480_5,0,480,5,2,0.003545172,-0.006279158,0.170167765,-0.00052578,-0.013256095,-0.00093706
5_570_10,5,570,10,2,-0.018032104,-0.050784889,0.29508997,-0.001560481,-0.021818602,-0.004829869
5_300_0,5,300,0,2,-0.007866578,0.006791803,0.12166036,-0.000807709,-0.008195417,0.000273392
10_420_-5,10,420,-5,2,-0.015439209,0.010085362,0.11781075,-0.000817162,-0.0081064,0.000505495
10_540_10,10,540,10,2,-0.165179357,-0.191138941,0.935506536,-0.00950889,-0.070947518,-0.017818897
5_180_-5,5,180,-5,2,-0.008941182,0.010173973,0.085015739,-0.000748254,-0.004510241,0.000440921
0_420_0,0,420,0,2,0.002338278,0.005906598,0.131781006,-0.000483754,-0.009671922,0.000255132
10_270_5,10,270,5,2,-0.019591478,-0.00277512,0.129264144,-0.001011499,-0.008506265,-0.00042363
10_210_10,10,210,10,2,-0.019171137,-0.0125932,0.113701132,-0.000966856,-0.006876413,-0.00094608
10_330_0,10,330,0,2,-0.018418265,0.006381697,0.132051411,-0.000982862,-0.008979702,0.000127543
5_600_10,5,600,10,2,-0.216747871,-0.479922344,2.352248378,-0.029670104,-0.161146682,-0.040813318
10_660_5,10,660,5,2,-0.009085385,-0.015119277,0.066281167,-0.001640503,-0.010161193,-0.002553424
5_420_5,5,420,5,2,-0.009981115,-0.004105782,0.17198554,-0.000932264,-0.012735191,-0.000748354
0_360_-5,0,360,-5,2,0.000867409,0.010894963,0.104216683,-0.000328891,-0.006990701,0.000650734
5_630_5,5,630,5,2,-0.006919091,-0.01709296,0.132588214,-0.001018428,-0.013205944,-0.002156341
0_210_0,0,210,0,2,-0.001812028,0.004681642,0.095130769,-0.000710758,-0.005859602,0.000273021
5_210_0,5,210,0,2,-0.009282528,0.00503241,0.100764601,-0.000853258,-0.005956473,0.000200409
10_360_-5,10,360,-5,2,-0.016029525,0.012599837,0.119329903,-0.000863579,-0.007878503,0.000602984
5_330_-5,5,330,-5,2,-0.006864954,0.012132662,0.111348896,-0.000657204,-0.00726754,0.00064976
5_660_10,5,660,10,2,-0.054750223,-0.13126164,0.630043511,-0.006073771,-0.045991692,-0.011960203
0_480_10,0,480,10,2,0.004706397,-0.022562217,0.201710041,-0.000755129,-0.015920297,-0.00228895
5_240_0,5,240,0,2,-0.008702963,0.005259679,0.106041127,-0.000844926,-0.00667983,0.000235684
5_660_0,5,660,0,2,-0.006440285,-0.00164935,0.151393697,-0.00078033,-0.012037968,-0.000687062
5_210_-5,5,210,-5,2,-0.008372925,0.010347837,0.089536157,-0.000747264,-0.005212798,0.00052092
10_180_10,10,180,10,2,-0.017684314,-0.011555102,0.096217616,-0.000890039,-0.005380586,-0.000854271
0_360_10,0,360,10,2,0.002522874,-0.017268048,0.172954115,-0.001005653,-0.012568063,-0.001615045
5_600_5,5,600,5,2,-0.011523918,-0.011774354,0.221841657,-0.000874777,-0.017299852,-0.001553533
5_570_5,5,570,5,2,-0.010685846,-0.010347101,0.206935641,-0.000836965,-0.016226637,-0.001397665
0_210_-5,0,210,-5,2,-0.001206754,0.010146634,0.085821773,-0.000592742,-0.005166963,0.000601418
5_480_5,5,480,5,2,-0.009713008,-0.006707436,0.179972487,-0.000825919,-0.013927165,-0.000952136
0_360_5,0,360,5,2,0.001486978,-0.003444804,0.15147383,-0.000781903,-0.010911316,-0.000549351
5_540_-5,5,540,-5,2,-0.005091738,0.007957738,0.117797846,-0.00055481,-0.008110598,0.000270513
0_300_5,0,300,5,2,0.000403802,-0.002842759,0.133051,-0.000795131,-0.009240334,-0.00036546
0_180_0,0,180,0,2,-0.002885273,0.003663505,0.088043614,-0.000737491,-0.004930686,0.000201786
10_570_-5,10,570,-5,2,-0.016650449,0.007229849,0.130363687,-0.000942761,-0.009141286,0.000122702
10_330_10,10,330,10,2,-0.023851281,-0.015108989,0.170649402,-0.00109955,-0.012060919,-0.00153214
0_300_10,0,300,10,2,0.000726623,-0.01460987,0.142614914,-0.000918796,-0.009874044,-0.001193917
0_540_0,0,540,0,2,0.005149758,0.005118845,0.140370367,-0.00033428,-0.010575669,7.73E-05
10_300_10,10,300,10,2,-0.022354304,-0.01424718,0.155269575,-0.001073139,-0.010745904,-0.001342686
0_180_10,0,180,10,2,-0.002614688,-0.011553658,0.091871867,-0.000888708,-0.005189741,-0.000725663
5_240_-5,5,240,-5,2,-0.007446192,0.010749471,0.094540563,-0.000734284,-0.005810291,0.000577633
10_570_5,10,570,5,2,-0.036171772,-0.020467116,0.252799308,-0.001555606,-0.018919549,-0.002330292
10_300_0,10,300,0,2,-0.017759418,0.006175964,0.123054205,-0.000958909,-0.008190831,0.000142876
5_360_10,5,360,10,2,-0.011024491,-0.01725116,0.178592794,-0.001114154,-0.012944768,-0.001649069
10_630_-5,10,630,-5,2,-0.018083056,0.005763773,0.138566317,-0.001026402,-0.00979923,-0.000104075
5_180_5,5,180,5,2,-0.009892333,-0.003249748,0.094337695,-0.000866431,-0.00519583,-0.00029907
0_180_-5,0,180,-5,2,-0.002142303,0.009166577,0.079774933,-0.00061673,-0.004468372,0.000523079
0_270_5,0,270,5,2,-0.000304116,-0.002622293,0.121574887,-0.000762966,-0.008227061,-0.000295965
0_330_-5,0,330,-5,2,0.000685844,0.011982533,0.10678987,-0.000418249,-0.006998126,0.000711013
5_300_10,5,300,10,2,-0.010587912,-0.014365745,0.149150232,-0.001007066,-0.010319004,-0.001234922
0_240_10,0,240,10,2,-0.00074666,-0.012417709,0.116707843,-0.000889529,-0.00758666,-0.000905163
5_480_10,5,480,10,2,-0.01146845,-0.023274145,0.21647725,-0.001037167,-0.01683584,-0.002432493
5_600_0,5,600,0,2,-0.007881705,0.001494905,0.166772992,-0.000728565,-0.012651269,-0.000350443
10_240_10,10,240,10,2,-0.020143503,-0.013021857,0.1270487,-0.001007929,-0.008189296,-0.001046742
10_600_-5,10,600,-5,2,-0.017368969,0.006550489,0.134612952,-0.000982038,-0.009479708,1.52E-05
5_570_-5,5,570,-5,2,-0.005315157,0.007377011,0.120243293,-0.000555749,-0.008297409,0.000177737
10_630_10,10,630,10,2,-0.124270844,-0.152566685,0.680427441,-0.006927105,-0.052995667,-0.014610771
5_360_-5,5,360,-5,2,-0.006730014,0.011931042,0.115609166,-0.000635379,-0.007604525,0.000640474
0_240_-5,0,240,-5,2,-0.000524054,0.0113997,0.09315652,-0.000564254,-0.005831052,0.000671604
0_240_0,0,240,0,2,-0.001040621,0.005822396,0.104054798,-0.000686799,-0.006728717,0.000322046
10_630_5,10,630,5,2,-0.012512255,-0.016738876,0.09441919,-0.00158156,-0.011385921,-0.002495352
10_240_0,10,240,0,2,-0.017419197,0.005704869,0.109965505,-0.000954989,-0.006809968,0.00013866
0_330_0,0,330,0,2,0.000595712,0.007250319,0.12645641,-0.000650224,-0.008750686,0.000332961
10_180_5,10,180,5,2,-0.017268475,-0.003144784,0.094079143,-0.000892166,-0.005101179,-0.000416265
5_300_-5,5,300,-5,2,-0.007025436,0.012131218,0.106744746,-0.000681167,-0.006878516,0.000649863
10_360_5,10,360,5,2,-0.02253735,-0.004269918,0.162832449,-0.001120279,-0.011513662,-0.000674613
0_360_0,0,360,0,2,0.001224325,0.007129742,0.132390611,-0.000602146,-0.009271656,0.000329794
5_270_5,5,270,5,2,-0.009665546,-0.002148053,0.125355251,-0.000912104,-0.008372927,-0.000320177
10_480_5,10,480,5,2,-0.024420263,-0.008611277,0.187434894,-0.001061094,-0.014510749,-0.001130602
5_360_0,5,360,0,2,-0.008022344,0.006329696,0.137344934,-0.000818972,-0.009476667,0.000225418
5_630_10,5,630,10,2,-0.253538518,-0.561329022,2.729424246,-0.035484982,-0.188227642,-0.048028668
10_240_-5,10,240,-5,2,-0.015357564,0.011414896,0.096489409,-0.000838791,-0.005815944,0.000530877
5_330_5,5,330,5,2,-0.009876972,-0.002477227,0.148444154,-0.000971163,-0.010389193,-0.000442699
10_660_0,10,660,0,2,-0.015644218,-0.005615463,0.132611646,-0.001228546,-0.01115501,-0.001109906
